day,rank_ic
0,-0.2081807081807082
1,-0.02503052503052503
2,0.27777777777777773
3,0.20207570207570208
4,-0.09157509157509157
5,0.362026862026862
6,-0.21367521367521367
7,-0.1349206349206349
8,-0.12271062271062269
9,0.2264957264957265
10,-0.11782661782661781
11,-0.004884004884004884
12,0.31807081807081805
13,-0.2661782661782661
14,-0.026862026862026864
15,-0.14713064713064714
16,-0.13614163614163613
17,-0.28937728937728935
18,0.28876678876678874
19,0.23076923076923078
20,-0.3803418803418803
21,-0.23321123321123322
22,-0.1452991452991453
23,0.02869352869352869
24,-0.07997557997557997
25,0.3388278388278388
26,0.13797313797313798
27,-0.07081807081807082
28,0.2118437118437118
29,-0.39133089133089133
30,0.1568986568986569
31,0.20024420024420023
32,0.2661782661782661
33,0.19597069597069594
34,-0.017704517704517704
35,-0.003052503052503052
36,-0.2118437118437118
37,0.03296703296703297
38,0.6923076923076923
39,0.19108669108669107
40,0.010989010989010988
41,0.017094017094017096
42,0.06227106227106227
43,0.04151404151404151
44,-0.31868131868131866
45,-0.10989010989010989
46,-0.09768009768009767
47,-0.23931623931623933
48,-0.08913308913308912
49,0.09523809523809523
50,-0.06959706959706959
51,0.4597069597069597
52,0.10866910866910866
53,-0.051892551892551896
54,0.020757020757020756
55,-0.0463980463980464
56,0.10378510378510379
57,-0.0927960927960928
58,0.20024420024420023
59,-0.04456654456654456
60,0.07326007326007326
61,0.3247863247863248
62,0.24542124542124538
63,-0.1575091575091575
64,-0.019536019536019536
65,0.17032967032967034
66,-0.409035409035409
67,0.05982905982905983
68,0.3852258852258852
69,0.0873015873015873
70,0.10012210012210011
71,-0.0641025641025641
72,0.08363858363858362
73,0.3125763125763126
74,0.2588522588522589
75,-0.2692307692307693
76,-0.3388278388278388
77,-0.06288156288156288
78,-0.583028083028083
79,-0.0879120879120879
80,0.49572649572649574
81,-0.009157509157509158
82,-0.028083028083028084
83,0.26190476190476186
84,-0.0873015873015873
85,0.22344322344322343
86,0.06532356532356533
87,-0.1105006105006105
88,0.1514041514041514
89,-0.163003663003663
90,-0.4145299145299145
91,0.03174603174603174
92,0.362026862026862
93,0.19474969474969472
94,-0.10500610500610501
95,-0.013431013431013432
96,-0.25274725274725274
97,0.04700854700854701
98,0.12759462759462756
99,-0.21306471306471303
100,0.2796092796092796
101,0.17887667887667885
102,-0.09157509157509157
103,0.06593406593406594
104,-0.16605616605616605
105,0.06227106227106227
106,-0.13675213675213677
107,-0.2222222222222222
108,-0.024420024420024417
109,-0.14713064713064714
110,-0.08485958485958486
111,0.44078144078144077
112,0.10256410256410256
113,-0.10378510378510379
114,0.30708180708180705
115,0.10866910866910866
116,-0.0757020757020757
117,0.22039072039072038
118,0.023809523809523808
119,0.11904761904761904
120,0.2551892551892551
121,-0.29304029304029305
122,0.06654456654456653
123,-0.04822954822954823
124,-0.08180708180708181
125,0.231990231990232
126,0.07631257631257632
127,-0.19291819291819293
128,-0.11538461538461539
129,0.09035409035409035
130,-0.16727716727716724
131,0.04945054945054945
132,-0.006715506715506716
133,-0.21123321123321123
134,-0.10134310134310134
135,-0.1336996336996337
136,0.045177045177045176
137,0.16666666666666663
138,-0.02869352869352869
139,-0.27472527472527475
140,-0.15079365079365079
141,-0.14957264957264954
142,0.052503052503052504
143,-0.018925518925518924
144,-0.21978021978021978
145,-0.20757020757020758
146,-0.163003663003663
147,-0.14590964590964592
148,-0.2283272283272283
149,-0.11782661782661781
150,-0.05738705738705738
151,0.6043956043956045
152,0.5415140415140415
153,0.12576312576312576
154,-0.13919413919413917
155,0.07692307692307693
156,0.16422466422466422
157,0.13064713064713065
158,-0.2289377289377289
159,0.1288156288156288
160,-0.11477411477411475
161,-0.2948717948717948
162,-0.09218559218559218
163,0.0231990231990232
164,-0.03296703296703297
165,0.4554334554334554
166,0.10317460317460315
167,0.009768009768009768
168,0.2503052503052503
169,0.21367521367521367
170,0.163003663003663
171,-0.11233211233211234
172,-0.053113553113553105
173,-0.08241758241758242
174,-0.1452991452991453
175,-0.08913308913308912
176,0.10989010989010989
177,0.18864468864468864
178,-0.16788766788766787
179,0.43956043956043955
180,0.07875457875457875
181,-0.14835164835164835
182,-0.0463980463980464
