ticker,mse,mae,directional_accuracy,pred_std,true_std
AAPL,1.293358,0.8352278,0.5419501133786848,0.13685258,1.1301394
ABBV,0.762344,0.62025213,0.4943310657596372,0.1219673,0.84443885
ADBE,2.218116,1.0796759,0.5215419501133787,0.09213816,1.4886284
AMZN,2.0049117,1.043119,0.5034013605442177,0.10910339,1.413039
AVGO,1.1288908,0.7885571,0.4943310657596372,0.09161519,1.0599577
COST,2.324669,1.0302804,0.5034013605442177,0.083816946,1.5200194
DIA,1.6549417,0.9541359,0.5034013605442177,0.12705132,1.2802639
GOOGL,2.3022983,1.1273974,0.5124716553287982,0.12020324,1.5146172
HD,2.0346088,1.055019,0.48299319727891155,0.111662194,1.4214028
IWM,2.2362509,1.1684897,0.5011337868480725,0.10441175,1.4974993
JNJ,1.2211779,0.81148314,0.5056689342403629,0.10064551,1.1045343
JPM,1.3099753,0.84595585,0.48299319727891155,0.123576015,1.1443683
LLY,1.877379,0.9825555,0.5306122448979592,0.12302543,1.370079
MA,1.3110799,0.82982594,0.4965986394557823,0.11665586,1.1303447
META,2.1682515,0.9537467,0.5011337868480725,0.07929946,1.4726328
MRK,1.1010017,0.8066548,0.4988662131519274,0.10037058,1.0510678
MSFT,1.7740668,0.9961626,0.54421768707483,0.13432877,1.3369118
NVDA,2.1674697,1.0998204,0.4897959183673469,0.1577235,1.4629405
PEP,1.6332259,0.93156487,0.5034013605442177,0.08479792,1.2661664
PG,1.568733,0.9219244,0.48299319727891155,0.0731849,1.2281369
QQQ,2.5261834,1.1967008,0.5102040816326531,0.15030299,1.5838032
SPY,2.2796066,1.1222962,0.5079365079365079,0.14388114,1.5037041
TSLA,1.4458474,0.8951002,0.5170068027210885,0.046261974,1.202111
V,1.2057595,0.7967795,0.5238095238095238,0.106859446,1.0998195
XLE,2.2599354,1.1343945,0.5170068027210885,0.10568947,1.5037862
XLK,2.6753795,1.2341799,0.5260770975056689,0.1734794,1.6347795
XLY,3.7030582,1.4308681,0.4897959183673469,0.106536165,1.9240488
