ticker,mse,mae,directional_accuracy,pred_std,true_std,rank_correlation
AAPL,0.00029992414,0.011440988,0.5454545454545454,0.0005292586,0.017301152,0.03440784712432411
ACN,0.00028137452,0.011604289,0.5067698259187621,0.0006528438,0.016653188,-0.0034217758116817983
ADBE,0.00046559333,0.013637657,0.4874274661508704,0.00038371052,0.021426825,0.02581919331053423
ADI,0.0004973339,0.0154085355,0.539651837524178,0.002238569,0.022166003,0.056738225466577766
ADP,0.00012408427,0.007822529,0.5299806576402321,0.00053648406,0.01108867,0.046316762793754386
ADSK,0.0003089451,0.012390689,0.5319148936170213,0.00051831297,0.017576985,0.035748457355811926
AMAT,0.0008060174,0.020362396,0.5203094777562862,0.007052033,0.027630921,0.0272781633494152
AMD,0.0011113784,0.023558054,0.5164410058027079,0.0031316038,0.03324681,0.04282981577843438
AMZN,0.0003767839,0.013935657,0.5203094777562862,0.0016527786,0.019539108,0.11261388624080361
APH,0.00041264962,0.01387397,0.5203094777562862,0.0042991955,0.019622663,0.032617415348736474
APP,0.0020455718,0.031871606,0.5261121856866537,0.007063812,0.044680405,0.02413705202130691
ARM,0.001841046,0.030726412,0.4932301740812379,0.0042627202,0.042670384,0.046615490544742864
AVGO,0.0010700308,0.022652764,0.5338491295938105,0.0074562295,0.032245945,0.058023520193625076
AXP,0.00032106336,0.012542603,0.5164410058027079,0.0035866518,0.01744146,0.12276432662380213
AZO,0.00018853621,0.010400337,0.5338491295938105,0.0037284128,0.013329729,0.06502476888424438
BA,0.00051290216,0.015757808,0.5067698259187621,0.00014997914,0.022596432,0.030201401218267365
BABA,0.0007482472,0.019760603,0.5009671179883946,0.00018326135,0.027354868,0.009546263217140161
BAC,0.0002550655,0.010864521,0.5319148936170213,0.000382493,0.015988206,0.15323222355904503
BLK,0.0002190041,0.010335196,0.5454545454545454,0.0003158378,0.014808406,0.034404547269465624
BN,0.00035774786,0.013518096,0.5551257253384912,0.0019221023,0.018986287,0.10413045961647847
BX,0.0004675158,0.015903568,0.5512572533849129,0.0043785963,0.021422258,0.06845210234621417
C,0.00033669424,0.013027987,0.528046421663443,0.000881363,0.018283185,0.07232023479685645
CB,0.00013660485,0.008391838,0.5531914893617021,0.0010988266,0.011741617,0.09263157373707118
CDNS,0.0005479625,0.016354615,0.5203094777562862,0.0048506404,0.022900468,0.05275069822323657
CME,0.00012872825,0.008655205,0.5357833655705996,0.0017163295,0.011225087,0.009320527290777803
COF,0.00045759615,0.014987484,0.5261121856866537,0.0044578593,0.020859424,0.10389384610067438
