ticker,mse,mae,directional_accuracy,pred_std,true_std,rank_correlation
AAPL,0.00030445447,0.011694936,0.4700193423597679,0.0010063887,0.017301152,0.019053058846184003
ACN,0.00027808963,0.01162782,0.49709864603481624,0.000832199,0.016653188,0.01636146228816153
ADBE,0.00045970135,0.0135893505,0.504835589941973,0.00085793156,0.021426825,-6.886276059952457e-05
ADI,0.0004938692,0.01548028,0.47195357833655704,0.0010442213,0.022166003,0.10016097430474609
ADP,0.00012515923,0.008025586,0.4738878143133462,0.00073182106,0.01108867,0.023652143889650076
ADSK,0.00031198814,0.012516553,0.47195357833655704,0.00061339693,0.017576985,0.058156120996299125
AMAT,0.0007665792,0.019628117,0.48936170212765956,0.0010431248,0.027630921,0.013853311725652151
AMD,0.0011105192,0.023464674,0.5029013539651838,0.0010168039,0.03324681,0.05336421187057249
AMZN,0.00038397658,0.014054878,0.4816247582205029,0.00077839085,0.019539108,0.07559116465598405
APH,0.00040525798,0.013924294,0.4274661508704062,0.0013300338,0.019622663,-0.012174988176967395
APP,0.002027199,0.031516753,0.4835589941972921,0.0017829571,0.044680405,-0.006546782492453194
ARM,0.0018137363,0.030333279,0.539651837524178,0.0015987376,0.042670384,0.09145609321291907
AVGO,0.0010566362,0.022131193,0.46808510638297873,0.0013921208,0.032245945,0.011577714447580848
AXP,0.00031276073,0.012141389,0.4564796905222437,0.0008120259,0.01744146,0.1167989705842254
AZO,0.00018150393,0.010272378,0.4622823984526112,0.0006902141,0.013329729,0.03460896459412045
BA,0.0005119855,0.015798433,0.4835589941972921,0.00066997425,0.022596432,-0.04334602503825661
BABA,0.0007523953,0.019735938,0.5087040618955513,0.00070671487,0.027354868,-0.030135577142009595
BAC,0.00026086104,0.011041133,0.4835589941972921,0.00067890383,0.015988206,0.11856445213515111
BLK,0.00022466802,0.010625942,0.46034816247582205,0.00072317355,0.014808406,0.023766509911982446
BN,0.00036735754,0.013861472,0.46421663442940037,0.0008602458,0.018986287,0.09695240535808197
BX,0.00046182625,0.015777677,0.4951644100580271,0.0009360003,0.021422258,0.06711809260052704
C,0.0003420612,0.013143204,0.4622823984526112,0.0008264552,0.018283185,0.045302019906550875
CB,0.00014192286,0.00868958,0.46421663442940037,0.00062217435,0.011741617,-0.0010599481158610302
CDNS,0.0005275289,0.015964711,0.48936170212765956,0.000878165,0.022900468,-0.00967161407537459
CME,0.00013021349,0.008852652,0.44294003868471954,0.00053116435,0.011225087,-0.028807646701726614
COF,0.00044374404,0.0145771885,0.4564796905222437,0.0008927115,0.020859424,0.03746329644088286
COST,0.00017479637,0.009606748,0.46808510638297873,0.00082831073,0.013029479,0.05149432190500968
CPNG,0.0004953889,0.014835765,0.5377176015473888,0.00069050473,0.022299763,0.12703355245679127
CPRT,0.00022205975,0.010446531,0.5009671179883946,0.0007125209,0.014889758,0.07735867784182902
CRM,0.00046406648,0.01459315,0.4951644100580271,0.0008367909,0.021499325,0.02605495925634471
CRWD,0.00084312214,0.020669416,0.4816247582205029,0.0008571216,0.028967889,0.14343470429566418
CSCO,0.00019610931,0.009279457,0.4758220502901354,0.00078566006,0.013865968,0.010109026201890754
CVNA,0.0021052493,0.03205979,0.4564796905222437,0.00091067597,0.045562107,0.06527738712606695
CVS,0.0004654597,0.014158712,0.5067698259187621,0.0011438244,0.021582326,0.05969576380264158
DELL,0.0010992516,0.02321981,0.5009671179883946,0.0013738645,0.0331711,0.030125590739148382
DG,0.0005411983,0.015673451,0.5087040618955513,0.0011418044,0.023281556,0.05232176278254198
EBAY,0.0004017328,0.012967242,0.4738878143133462,0.00092013954,0.019928653,0.07532769729701941
FTNT,0.0005707055,0.015400971,0.45454545454545453,0.0009463909,0.023763085,0.01500878195583787
GD,0.00015239352,0.008435529,0.4526112185686654,0.0006289152,0.012147284,-0.014846394361485899
GE,0.00036641533,0.013425931,0.43907156673114117,0.0008703469,0.0188138,0.021906742521084096
GOOG,0.0003588371,0.013804038,0.43133462282398455,0.0011133361,0.018619241,0.03475980269646771
GS,0.00032851892,0.012439645,0.4448742746615087,0.0009624855,0.017828394,0.08029884180304764
HD,0.00019414612,0.0105047785,0.5067698259187621,0.0006522863,0.013857507,0.005335517953034034
HON,0.00018298467,0.009272999,0.4932301740812379,0.0006849374,0.013480534,0.051992253764228114
HOOD,0.0018312267,0.031397007,0.4796905222437137,0.0019608075,0.04236214,0.04275166131956293
HWM,0.00044794756,0.0141329095,0.43907156673114117,0.0010419345,0.020833703,0.11196624630568223
IBKR,0.00055164954,0.016326156,0.42940038684719534,0.0014522175,0.023229366,0.0716122809314188
IBM,0.0002855674,0.011365044,0.4564796905222437,0.0010754806,0.016693024,0.13515580264714355
ICE,0.00012963793,0.008287112,0.4661508704061896,0.0006660879,0.011167336,0.07652233159407824
INTC,0.0012250486,0.024172518,0.4758220502901354,0.001506654,0.0349615,-0.01792655030291698
INTU,0.00033554202,0.0129097635,0.4796905222437137,0.0007639254,0.018258678,0.09816755586176665
JD,0.0009080162,0.021997595,0.5222437137330754,0.00067853543,0.030109541,0.06506941082626524
JPM,0.00022724067,0.01037862,0.42359767891682787,0.0008282055,0.0148128485,0.10975777502249545
KKR,0.00061250373,0.0167171,0.4584139264990329,0.0010507018,0.02459675,0.13678245741580725
KLAC,0.0007302595,0.019111414,0.43907156673114117,0.0011703033,0.02691061,0.04094946202813595
KR,0.00022776588,0.010705945,0.48549323017408125,0.00050958735,0.014955623,0.06213205667735307
LMT,0.00019572228,0.008995805,0.4990328820116054,0.00081654516,0.013910716,-0.007901415620366635
LOW,0.00022046868,0.011207592,0.4912959381044487,0.0006331903,0.014761503,0.02760476214211989
LRCX,0.0008173066,0.020554978,0.47195357833655704,0.0011878439,0.02848017,0.009349183520385895
MA,0.00015023096,0.008735636,0.4448742746615087,0.00064599625,0.01209469,0.012674742511457008
MELI,0.0005647002,0.01675124,0.4700193423597679,0.00070774404,0.023644967,0.04305181692613657
META,0.0005323969,0.015402091,0.4758220502901354,0.0009103523,0.022942152,0.10725414040604539
MMC,0.0001284084,0.008024117,0.4700193423597679,0.00073669624,0.011316802,0.06583002173714307
MRVL,0.0015260542,0.027443064,0.4796905222437137,0.0011638119,0.03899989,0.0685516279510427
MS,0.00033407018,0.012493053,0.43907156673114117,0.0008975571,0.018041229,0.07517321361864893
MSFT,0.0001952127,0.009956637,0.46421663442940037,0.0007871204,0.013826502,0.026584585961132223
MU,0.0012549849,0.025672738,0.4622823984526112,0.0013597597,0.035242543,-0.0025104948410242817
NET,0.0009766093,0.021693524,0.4564796905222437,0.0010022145,0.031093331,0.04682663480512002
