date,open,high,low,close,volume
2012-01-03,22.0327,22.1591,21.9641,21.9809,28175155.377637
2012-01-04,21.973,22.0835,21.8556,22.0397,4007388.048384
2012-01-05,22.0147,22.1521,21.9143,22.1083,7933769.2588675
2012-01-06,22.1243,22.1671,22.0147,22.1143,5858120.3048364
2012-01-09,22.1939,22.2127,22.0227,22.0835,3068735.5363397
2012-01-10,22.2953,22.3381,22.1591,22.1591,4664423.2977287
2012-01-11,22.1143,22.2874,22.0993,22.2277,3353296.7296094
2012-01-12,22.3043,22.3561,22.1521,22.3381,5712931.9611416
2012-01-13,22.2039,22.2377,22.0476,22.2127,4543193.4630794
2012-01-17,22.3729,22.4715,22.2645,22.3113,4789370.9880208
2012-01-18,22.3729,22.6635,22.365,22.6376,7115269.1169552
2012-01-19,22.7739,22.8515,22.7291,22.7998,6410693.7610809
2012-01-20,22.756,22.8594,22.746,22.8256,15223322.281872
2012-01-23,22.8684,23.0196,22.756,22.9032,34077333.126175
2012-01-24,22.7998,22.9262,22.7739,22.8874,5214663.9226818
2012-01-25,23.0962,23.1291,22.8594,23.0634,21058001.702874
2012-01-26,23.138,23.165,22.8187,22.9102,10230422.06592
2012-01-27,22.8256,22.969,22.8256,22.9102,9698939.575561
2012-01-30,22.7361,23.0117,22.6963,22.9778,9038242.7560333
2012-01-31,23.1142,23.132,22.8933,23.0206,6024195.5796247
2012-02-01,23.2416,23.353,23.156,23.2514,7647278.2784028
2012-02-02,23.3102,23.4057,23.2514,23.2942,5573793.2992837
2012-02-03,23.5062,23.6505,23.4644,23.6117,6192542.3747572
2012-02-06,23.539,23.6345,23.4803,23.6196,5841586.4510041
2012-02-07,23.6117,23.734,23.4972,23.6743,8674819.6029224
2012-02-08,23.7271,23.8465,23.6505,23.8195,10408973.615943
2012-02-09,23.9301,24.0863,23.8564,24.0514,11138721.638641
2012-02-10,23.8813,23.9211,23.7867,23.8723,4859457.4416122
2012-02-13,24.0275,24.0763,23.8883,24.0275,9888985.4205648
2012-02-14,24.0017,24.0863,23.8723,24.0683,4987179.2009971
2012-02-15,24.1947,24.331,23.8961,23.9389,9283114.6593255
2012-02-16,23.9131,24.3131,23.9041,24.2892,11797916.842507
2012-02-17,24.3479,24.3658,24.2036,24.2892,7726102.0445392
2012-02-21,24.331,24.5041,24.2434,24.3927,11413491.17209
2012-02-22,24.3578,24.4185,24.2524,24.3061,6470743.3110632
2012-02-23,24.2623,24.4404,24.1459,24.4016,4616296.2142605
2012-02-24,24.4862,24.5886,24.4762,24.5469,4631621.9409009
2012-02-27,24.4255,24.6563,24.2981,24.5886,5885501.1708606
2012-02-28,24.5956,24.7658,24.5628,24.7658,11871082.91483
2012-02-29,24.7718,24.8802,24.5658,24.6593,12276995.559547
2012-03-01,24.7658,24.8404,24.6732,24.8006,11362337.740057
2012-03-02,24.7946,24.8622,24.7001,24.7698,10315654.3337
2012-03-05,24.7408,24.7846,24.4573,24.5558,8508275.9527003
2012-03-06,24.3151,24.3678,24.1797,24.3151,13544174.239592
2012-03-07,24.3946,24.531,24.3847,24.4961,6357056.733132
2012-03-08,24.6334,24.7946,24.5728,24.7438,6084745.6681607
2012-03-09,24.7796,24.8782,24.7698,24.8534,5085791.3266623
2012-03-12,24.8165,24.909,24.7658,24.8832,5320860.5140623
2012-03-13,25.0444,25.3727,25.0115,25.3727,22323620.471604
2012-03-14,25.3916,25.5806,25.309,25.4701,10884474.185893
2012-03-15,25.5757,25.6025,25.4304,25.5408,8659769.2729964
2012-03-16,25.5995,25.6085,25.4881,25.5299,7645506.291515
2012-03-19,25.5806,25.7766,25.5209,25.7189,7757929.4618919
2012-03-20,25.5905,25.7269,25.4971,25.6941,6690157.0998437
2012-03-21,25.7349,25.8473,25.6761,25.6851,10328766.835651
2012-03-22,25.5537,25.6941,25.5299,25.6243,8780892.5673108
2012-03-23,25.6573,25.6573,25.4881,25.6243,7041966.3513721
2012-03-26,25.7925,26.0055,25.7349,25.9985,14264627.120633
2012-03-27,26.0233,26.096,25.9726,25.9885,7535035.0204779
2012-03-28,25.9885,26.086,25.7667,25.898,7595300.6664222
2012-03-29,25.7577,25.8811,25.6573,25.8473,6714778.9732377
2012-03-30,25.9318,25.9567,25.6931,25.7667,8609976.742975
2012-04-02,25.7577,26.0771,25.7099,26.0423,19204034.037578
2012-04-03,26.1029,26.1636,25.8881,26.0233,7930895.6851224
2012-04-04,25.8115,25.8293,25.5537,25.7189,10779139.968164
2012-04-05,25.6333,25.8025,25.6085,25.7766,4008482.5995587
2012-04-09,25.4612,25.7269,25.4413,25.5995,6745865.6337348
2012-04-10,25.6085,25.7099,25.1786,25.2384,16822104.738456
2012-04-11,25.4413,25.5119,25.3229,25.3826,10892457.675314
2012-04-12,25.4413,25.7269,25.4174,25.7009,10614910.052382
2012-04-13,25.6333,25.6333,25.2732,25.3,12324813.072985
2012-04-16,25.4413,25.4513,24.9926,25.0374,24250839.64251
2012-04-17,25.119,25.6243,25.11,25.5806,12018981.001378
2012-04-18,25.4353,25.504,25.309,25.3657,8391580.1128619
