date,open,high,low,close,volume
2012-01-03,48.1775,48.4806,47.9275,48.3904,21941074.814934
2012-01-04,48.2933,48.3904,47.8255,48.0972,12583740.641751
2012-01-05,47.9785,48.1864,47.6167,48.0373,16183092.15238
2012-01-06,48.0686,48.0833,47.4568,47.6167,20911355.739151
2012-01-09,47.7146,47.8118,47.3077,47.6932,10802438.341628
2012-01-10,47.8255,48.0373,47.7403,47.8883,11540758.986423
2012-01-11,47.8255,48.1394,47.6244,47.8402,9236692.2186369
2012-01-12,47.9667,48.0462,47.6932,47.9119,10078530.529319
2012-01-13,47.7226,47.952,47.2744,47.9363,12223935.811897
2012-01-17,48.1275,48.2482,47.3803,47.8334,11381401.02714
2012-01-18,47.9363,48.0118,47.7403,47.952,11021729.781627
2012-01-19,47.8608,47.9275,47.5882,47.8814,15928389.64539
2012-01-20,48.0069,48.1451,47.4048,47.9431,20034050.276451
2012-01-23,47.9119,47.9854,47.6548,47.7403,13784383.42933
2012-01-24,47.2685,48.0786,47.2607,47.7403,16761261.489676
2012-01-25,47.9667,47.9667,47.5706,47.904,14339439.616698
2012-01-26,48.1394,48.3904,47.904,48.259,17080686.119051
2012-01-27,48.2011,48.3835,48.0833,48.1521,14253351.138076
2012-01-30,47.9431,48.2639,47.8402,48.2639,10192363.761459
2012-01-31,48.3952,48.4384,48.1561,48.4099,18472318.82174
2012-02-01,48.455,48.714,48.2217,48.253,16712679.61864
2012-02-02,48.4326,48.455,48.0011,48.1775,11275846.96487
2012-02-03,48.4227,48.4934,48.1344,48.2178,12302166.268223
2012-02-06,48.0686,48.1688,47.7804,47.8814,12982178.878388
2012-02-07,47.8255,48.0305,47.755,47.9383,12590594.232179
2012-02-08,47.8893,48.0011,47.8118,47.9216,9377069.9846953
2012-02-09,47.9216,48.0011,47.6107,47.6628,14888860.788336
2012-02-10,47.5215,47.5725,47.193,47.4461,18998497.338023
2012-02-13,47.6725,47.7089,47.4489,47.5088,13154734.154637
2012-02-14,47.5627,47.6401,47.2547,47.4568,12223588.084723
2012-02-15,47.4332,47.7079,47.3587,47.4842,12284702.410213
2012-02-16,47.4461,47.8618,47.3352,47.6852,11156234.935383
2012-02-17,47.9049,47.953,47.6029,47.7363,12331135.71481
2012-02-21,47.9127,47.9216,47.5597,47.7717,11002565.017674
2012-02-22,47.7717,47.9941,47.6461,47.7403,11096379.973707
2012-02-23,47.8823,48.5139,47.6705,47.8196,12243856.194137
2012-02-24,48.0088,48.0088,47.5686,47.7637,14140889.439805
2012-02-27,47.6147,47.897,47.4371,47.755,11501790.089197
2012-02-28,47.8755,48.4787,47.7961,48.2982,15629245.362164
2012-02-29,48.2962,48.358,47.956,48.2236,15505950.075924
2012-03-01,48.2482,48.359,47.897,48.0402,11894319.003332
2012-03-02,47.9687,48.0716,47.8481,47.9941,8183298.1229178
2012-03-05,47.9383,48.1344,47.8255,48.1,10261178.051437
2012-03-06,47.7637,47.9687,47.5686,47.6852,12835198.374935
2012-03-07,47.6225,47.7637,47.5146,47.6461,10043889.356804
2012-03-08,48.1561,48.2256,47.9737,48.0539,15264320.479112
2012-03-09,48.0472,48.1628,47.8618,47.9737,11350596.070545
2012-03-12,47.8618,48.2756,47.8255,48.2403,9830671.4154803
2012-03-13,48.4787,48.4934,48.1893,48.4099,13338614.527645
2012-03-14,48.3217,48.4453,48.1815,48.2256,12971665.484946
2012-03-15,48.1167,48.4453,48.0539,48.2178,15351149.280104
2012-03-16,48.3139,48.5061,48.0226,48.257,23895965.375549
2012-03-19,48.1275,48.3668,48.0913,48.3217,9880732.9115294
2012-03-20,48.1972,48.2619,47.9874,48.1344,10472904.131014
2012-03-21,48.1344,48.2178,47.897,47.9874,10579567.657111
2012-03-22,47.8755,47.9383,47.7216,47.7637,14333424.242505
2012-03-23,47.7804,47.953,47.6999,47.8334,10880338.406153
2012-03-26,48.0853,48.359,48.0402,48.2884,11476035.844309
2012-03-27,48.4099,48.5375,48.3286,48.462,14471766.63191
2012-03-28,48.4541,48.6267,48.2982,48.6267,13907455.395183
2012-03-29,48.3737,48.5639,48.3139,48.5639,12892252.144392
2012-03-30,48.6326,49.0386,48.5963,48.8738,15260114.102008
2012-04-02,48.9386,49.1278,48.7728,49.0621,11856663.515491
2012-04-03,48.9955,49.0229,48.5375,48.818,12318869.409308
2012-04-04,48.6198,48.6836,48.4306,48.4541,12728893.793016
2012-04-05,48.359,48.4453,48.2335,48.4169,10691673.470387
2012-04-09,48.1414,48.3286,48.0786,48.108,7219472.8367432
2012-04-10,48.0226,48.0629,47.544,47.5725,17252120.714468
2012-04-11,47.9383,47.9383,47.394,47.5215,14080928.426438
2012-04-12,47.4626,47.5343,47.1851,47.5343,17708574.323861
2012-04-13,47.3803,47.4264,47.0684,47.0851,15150368.958549
2012-04-16,47.2185,47.544,47.1753,47.4097,14173922.501606
2012-04-17,47.595,47.6304,46.8841,47.5863,24726925.230243
2012-04-18,47.3519,47.3676,46.7733,46.8752,27757159.527106
2012-04-19,46.8468,47.0851,46.5055,46.7056,20497705.203448
2012-04-20,46.8468,47.4019,46.8331,47.2116,19325892.159749
2012-04-23,47.0518,47.193,46.9047,46.9586,13660047.001024
2012-04-24,47.0939,47.2704,46.9508,47.2567,12176463.404689
2012-04-25,47.394,47.8529,47.3028,47.7403,15064250.907822
2012-04-26,47.7303,48.1414,47.6147,47.9794,12334211.213803
2012-04-27,48.1275,48.2619,47.9284,48.0472,13328148.04168
2012-04-30,48.0539,48.4541,48.0472,48.2403,15333804.730244
2012-05-01,48.0963,48.4306,48.0178,48.3286,13641357.430218
2012-05-02,48.2884,48.4099,48.0472,48.4099,11267943.054824
2012-05-03,48.463,48.5218,48.2393,48.4169,14079555.872842
2012-05-04,48.3041,48.3805,47.9755,47.9755,13902516.85353
2012-05-07,47.8529,48.1815,47.8048,48.0128,11319322.039168
2012-05-08,47.9284,48.1461,47.8334,48.1461,16858869.833062
2012-05-09,47.8638,48.0766,47.6107,47.6304,14376327.249518
2012-05-10,48.0265,48.0579,47.7146,47.8491,10394009.831901
2012-05-11,47.7403,48.1521,47.595,47.6785,51044597.249532
2012-05-14,47.4461,47.497,47.0998,47.3744,53559061.391593
2012-05-15,47.2018,47.5283,46.988,47.1371,11470718.98365
2012-05-16,47.2734,47.3725,47.0184,47.2136,13519935.383917
2012-05-17,47.2136,47.4234,47.037,47.0949,9292496.8215596
2012-05-18,47.3244,47.3568,46.7498,46.9439,18598126.717236
2012-05-21,46.8752,47.294,46.8675,47.0312,11856749.172625
2012-05-22,46.9822,47.2734,46.9283,47.0704,11348559.674162
2012-05-23,46.9822,47.2459,46.5909,46.8841,15207162.697421
2012-05-24,47.0537,47.393,46.989,47.2136,11623915.747667
2012-05-25,47.0459,47.1253,46.6075,46.7723,14980228.397689
2012-05-29,47.0184,47.0871,46.6144,46.8321,13487378.534991
2012-05-30,46.6458,46.6899,46.3899,46.5457,12582898.346601
2012-05-31,46.6585,47.0459,46.4958,46.7115,17775196.199106
2012-06-01,46.4203,46.6213,46.1732,46.224,16122779.332928
2012-06-04,46.4203,46.7262,46.3084,46.6458,12301055.784668
2012-06-05,46.5095,46.6723,46.3899,46.5457,12729088.561022
2012-06-06,46.4584,46.989,46.3084,46.989,30721672.368356
2012-06-07,47.2734,47.2861,46.7723,46.989,17295468.322793
2012-06-08,46.7939,47.1636,46.637,47.1253,15035183.567369
2012-06-11,47.1195,47.1597,46.4721,46.4791,16340491.214592
2012-06-12,46.5095,47.3411,46.2634,47.1969,35624887.591668
2012-06-13,48.0676,48.4089,47.2734,48.2236,131565262.24243
2012-06-14,48.1451,49.1955,48.0963,48.9728,45862551.740158
2012-06-15,49.3063,49.4574,49.014,49.3906,34738798.193844
2012-06-18,49.2494,49.6741,49.2494,49.6073,34415828.990697
2012-06-19,49.6828,50.0976,49.6495,49.9212,31561836.286019
2012-06-20,49.9673,50.13,49.7269,50.13,28407235.988746
2012-06-21,49.7917,50.1076,49.5024,49.6741,32805137.345943
2012-06-22,49.8751,50.1076,49.7692,49.8545,25355309.022755
2012-06-25,49.5779,49.8545,49.4868,49.7563,17491503.850974
2012-06-26,49.8015,49.8996,49.6918,49.6995,14835034.457312
2012-06-27,49.6495,50.2811,49.6495,50.0114,25135054.959729
2012-06-28,49.9143,50.13,49.7152,50.0859,16186201.30239
2012-06-29,50.3556,50.6556,50.2968,50.5488,24438685.915927
2012-07-02,50.4459,50.8792,50.3851,50.8792,16777484.338975
2012-07-03,50.8488,50.9694,50.6695,50.9096,11897969.628795
2012-07-05,50.8194,50.9911,50.7164,50.7164,15847829.11108
2012-07-06,50.5145,50.791,50.4017,50.6067,13040838.719103
2012-07-09,50.6842,50.8488,50.6017,50.7164,16687390.369623
2012-07-10,50.8557,50.9537,50.6842,50.791,17176351.88101
2012-07-11,50.9009,50.9617,50.6695,50.8037,16072748.428713
2012-07-12,50.5949,50.9694,50.4606,50.6615,22030903.655063
2012-07-13,50.7214,51.4333,50.6763,51.3344,17693347.748607
2012-07-16,51.2294,51.4196,51.148,51.2175,17269713.05818
2012-07-17,50.7587,51.7629,50.587,51.6256,32347807.790383
2012-07-18,51.4333,51.9726,51.3725,51.9041,20875141.126667
2012-07-19,51.8138,52.1512,51.6109,52.0237,18042097.709563
2012-07-20,51.8894,51.8962,51.1391,51.3491,18664622.146235
2012-07-23,50.9832,51.1097,50.6154,50.9617,15732876.217835
2012-07-24,50.9537,51.0695,50.13,50.3928,16233468.744314
2012-07-25,50.6341,50.892,50.4222,50.5282,13207499.968767
2012-07-26,51.1029,51.6109,51.0362,51.4333,22022388.928076
2012-07-27,51.5892,52.1364,51.5471,52.0168,18732332.071024
2012-07-30,51.9041,52.1149,51.7472,51.9649,11199615.174999
2012-07-31,51.8138,52.0472,51.7021,51.7923,13784578.197336
2012-08-01,51.9883,52.1884,51.8138,51.9109,15612540.181623
2012-08-02,51.4834,51.6109,50.892,51.2175,18091111.94518
2012-08-03,51.6109,51.8668,51.5471,51.7168,14566133.260673
2012-08-06,51.7629,51.8825,51.4598,51.5078,11658627.2814
2012-08-07,51.4834,51.5805,51.0362,51.096,15060169.957236
2012-08-08,51.096,51.298,51.044,51.1391,8784889.587661
2012-08-09,51.1244,51.3638,51.0038,51.1186,10377067.054787
2012-08-10,50.9694,51.4108,50.9694,51.3568,10217556.136337
2012-08-13,51.1705,51.2912,51.0038,51.2245,9621682.2852728
2012-08-14,51.4333,51.4412,51.2519,51.3568,10983104.532664
2012-08-15,51.2598,51.5078,51.1029,51.1391,12495021.265449
