ticker,mse,mae,directional_accuracy,pred_std,true_std
AAP,2.8180282,0.97461456,0.546485260770975,0.06136644,1.6792232
AAPL,1.2828062,0.83524746,0.5056689342403629,0.061146755,1.1301394
ABG,2.0050569,1.0616387,0.49206349206349204,0.058016818,1.4147892
ACGL,3.081556,1.2836757,0.48299319727891155,0.12595749,1.7492992
ACI,0.0046345554,0.057847258,0.5056689342403629,0.06439552,0.0155244805
ACN,2.0205803,1.0509095,0.5555555555555556,0.16869025,1.4200096
ADBE,2.3257473,1.1072088,0.5192743764172335,0.19083957,1.4886284
ADI,1.5698414,0.946673,0.5192743764172335,0.0945803,1.246511
ADP,1.9739164,1.0000094,0.47392290249433106,0.1073325,1.3911484
ADSK,1.5244981,0.9154127,0.4603174603174603,0.07492345,1.2219447
AEO,1.8430058,0.9952881,0.5396825396825397,0.27438453,1.3414196
AFL,1.6445842,0.9576437,0.5238095238095238,0.23808019,1.2146497
AIG,1.6466365,0.95002794,0.47165532879818595,0.16767727,1.2579294
AJG,2.395926,1.1606495,0.4943310657596372,0.2866457,1.491977
ALAB,0.10035607,0.28891,0.0,0.12995054,0.0
ALL,2.9584699,1.2383094,0.4965986394557823,0.07588643,1.7111522
AMAT,2.2151937,1.1256825,0.5238095238095238,0.3521327,1.4028623
AMD,0.8512299,0.6933823,0.46938775510204084,0.09108107,0.9115117
AMP,1.4027438,0.8778016,0.4897959183673469,0.08097718,1.1792786
AMT,2.4997787,1.2079237,0.528344671201814,0.1504193,1.5809518
AMZN,2.009088,1.0433056,0.5124716553287982,0.08015869,1.413039
AN,2.303218,1.0963874,0.5102040816326531,0.065608814,1.5167449
ANF,1.5938603,0.813414,0.47392290249433106,0.23913126,1.2136698
AON,1.9343523,0.99166745,0.4988662131519274,0.14227216,1.3550179
APH,1.472052,0.89661324,0.5192743764172335,0.082169965,1.20547
APO,1.6511271,0.97551733,0.4671201814058957,0.1477362,1.2711532
APP,0.23470433,0.39013162,0.5102040816326531,0.285105,0.048222117
ARES,2.1690366,1.1120224,0.45351473922902497,0.09720957,1.4603573
ARM,0.054778654,0.17857353,0.08616780045351474,0.1510765,0.013615528
ASO,0.090919174,0.2496307,0.5170068027210885,0.1692176,0.030160261
AVAV,1.5301193,0.84779394,0.5124716553287982,0.13214168,1.2324519
AVB,0.06449432,0.20643948,0.5102040816326531,0.108178526,0.21660057
AVGO,1.2863117,0.8440206,0.5328798185941043,0.19973083,1.0599577
AXON,0.8984825,0.6423227,0.5147392290249433,0.08536236,0.93975466
AXP,2.2620971,1.1382798,0.4852607709750567,0.1021376,1.4766287
AZO,1.5026875,0.88916576,0.4875283446712018,0.111797564,1.2175753
BA,2.644505,1.1402878,0.5124716553287982,0.04123624,1.6192176
BABA,4.162114,1.449002,0.48299319727891155,0.10705635,2.0322306
BAC,1.2298517,0.8402017,0.4444444444444444,0.097461335,1.0737649
BAM,0.010516112,0.09188305,0.272108843537415,0.08751715,0.012585302
BBWI,2.2925963,1.1276491,0.5034013605442177,0.076174006,1.512433
BBY,0.9512148,0.7413193,0.47845804988662133,0.14410192,0.91442525
BE,2.915368,1.2713141,0.5056689342403629,0.25234878,1.6843377
BIDU,2.2041914,1.1128284,0.46485260770975056,0.03239307,1.4828881
BJ,3.5429626,1.2835612,0.47619047619047616,0.21828127,1.8703659
BK,1.884354,1.0495646,0.4988662131519274,0.2912051,1.219759
BKE,1.0421995,0.7432302,0.47845804988662133,0.092142634,1.0150471
BLDR,0.9376976,0.70098233,0.5260770975056689,0.19906352,0.95371115
BLK,1.997288,1.029848,0.5102040816326531,0.2028516,1.375189
BN,3.3352656,1.4137253,0.5102040816326531,0.10772396,1.8283355
BOOT,1.285202,0.834124,0.5192743764172335,0.25686932,1.0633569
BR,1.8545531,0.9883063,0.5192743764172335,0.25811478,1.3129827
BRO,2.6147017,1.1345156,0.4988662131519274,0.071422696,1.6187332
BURL,3.1721559,1.2814305,0.5147392290249433,0.31200153,1.7286457
BWXT,1.7385013,0.99404186,0.5147392290249433,0.22581321,1.2924311
BX,2.6170294,1.2242352,0.5170068027210885,0.17040488,1.6194087
C,1.4144294,0.86837286,0.47845804988662133,0.117180526,1.1553634
CASY,1.0080135,0.7499342,0.5011337868480725,0.2002005,0.9722083
CB,1.8315921,1.0168356,0.5034013605442177,0.061381225,1.3460732
CBOE,1.2108798,0.827678,0.5192743764172335,0.13203928,1.0860689
CBRE,1.374938,0.860879,0.5011337868480725,0.09127815,1.1752634
CCI,2.512596,1.1828072,0.5510204081632653,0.074985035,1.587454
CDNS,1.8314899,1.0009862,0.5056689342403629,0.072789416,1.3498724
CDW,1.6965289,0.9343108,0.5079365079365079,0.1847441,1.2787553
CHKP,1.0889621,0.76932764,0.5034013605442177,0.13608645,1.0329776
CHWY,24.168888,3.5724514,0.5238095238095238,0.25531954,4.9206586
CIEN,0.9247689,0.66334254,0.5260770975056689,0.208975,0.9370886
CINF,3.3259432,1.2711749,0.4875283446712018,0.19588707,1.7488353
CME,1.1804215,0.8122987,0.5487528344671202,0.15471414,1.0871173
COF,2.6094196,1.2210681,0.5215419501133787,0.16885059,1.5941335
COHR,2.4290683,1.0839181,0.5147392290249433,0.17517842,1.5564139
COIN,0.055090263,0.17606626,0.47845804988662133,0.15287846,0.064010866
COST,2.3293278,1.0333422,0.5124716553287982,0.08477902,1.5200194
CPNG,0.00574451,0.06537337,0.5192743764172335,0.064920224,0.037984084
CPRI,2.1794782,0.8576555,0.5011337868480725,0.17068787,1.4300828
CPRT,1.7283342,0.99718696,0.4897959183673469,0.2912604,1.2287514
CR,0.06281088,0.20226105,0.7573696145124716,0.14888014,0.012844808
