ticker,mse,mae,directional_accuracy,pred_std,true_std
CRCL,0.023697956,0.13991095,0.63718820861678,0.1340563,0.0
CRDO,0.33789682,0.48243484,0.5079365079365079,0.3196845,0.0482728
CRM,1.8162125,1.0009143,0.4965986394557823,0.25902554,1.2487295
CRWD,6.626639,1.889768,0.5374149659863946,0.14606231,2.5516262
CRWV,0.030293591,0.14290752,0.08390022675736962,0.100387,0.0
CSCO,1.3170124,0.7737733,0.5192743764172335,0.14370358,1.1318486
CSGP,2.094092,1.10514,0.4671201814058957,0.47273415,1.1990038
CTSH,1.4108299,0.79621077,0.47845804988662133,0.13916466,1.1608027
CVNA,15.424785,2.764848,0.47165532879818595,0.1391885,3.9060283
CVS,1.4962512,0.86287457,0.48072562358276644,0.06254165,1.2189924
CYBR,1.778603,0.98396456,0.4671201814058957,0.31832924,1.2622261
DDOG,22.64697,3.3912818,0.5306122448979592,0.12581308,4.7605476
DDS,1.851096,0.9648967,0.4965986394557823,0.07857942,1.3551573
DELL,9.404265,2.1061804,0.5079365079365079,0.17626908,3.0560496
DG,2.0813134,0.9000213,0.4988662131519274,0.18287747,1.4265654
DKS,2.0957208,0.98817176,0.4897959183673469,0.26726407,1.3895351
DLR,2.4421775,1.179013,0.4671201814058957,0.25996557,1.4838796
DLTR,2.0069566,0.89040667,0.4943310657596372,0.18069178,1.3888259
DOCU,8.611895,2.0558338,0.5328798185941043,0.207229,2.9391878
EA,0.5046217,0.5089097,0.47845804988662133,0.07066333,0.7014404
EBAY,1.6234637,0.9331068,0.5215419501133787,0.05374345,1.2721735
EMR,1.6142963,0.9496007,0.47845804988662133,0.23478076,1.2068081
EQIX,1.858687,1.005986,0.5215419501133787,0.36582664,1.2571104
ETSY,2.0080802,1.0733006,0.46258503401360546,0.13191457,1.3834758
EXR,3.1915388,1.275203,0.45351473922902497,0.18142688,1.7149987
EYE,10.298175,1.7934078,0.5079365079365079,0.20698532,3.1725883
FFIV,1.0886014,0.76537234,0.5306122448979592,0.27170312,1.0049037
FIG,0.021288,0.112974696,0.0,0.09232942,0.0
FIS,5.1087456,1.4128145,0.5306122448979592,0.27085695,2.2336845
FITB,2.4662783,1.1493769,0.5487528344671202,0.14142285,1.56917
FIVE,1.4159515,0.85411954,0.5056689342403629,0.18141952,1.1766449
FLEX,1.1606342,0.8144079,0.4875283446712018,0.07245514,1.0678915
FN,1.1811397,0.73154235,0.5011337868480725,0.30398175,1.0328449
FND,3.40649,1.3776537,0.4988662131519274,0.11002303,1.8378562
FSLR,0.9953013,0.7112588,0.4988662131519274,0.09624562,0.9930783
FTAI,4.7600718,1.4900715,0.4988662131519274,0.08719423,2.177708
FTNT,1.9914488,0.9504613,0.4965986394557823,0.32238805,1.3374761
FTV,3.6418464,1.4179198,0.5147392290249433,0.13417277,1.8925987
FWONA,0.776541,0.65754586,0.5079365079365079,0.17935227,0.8510483
GAP,3.0112135,1.2688622,0.5260770975056689,0.19920506,1.7213045
GD,1.4587961,0.8852871,0.5056689342403629,0.22532788,1.1051128
GDDY,1.4870119,0.85096663,0.5192743764172335,0.07280051,1.220596
GE,1.9413472,0.9732975,0.546485260770975,0.35207063,1.2695096
GEN,1.0192276,0.7482687,0.5215419501133787,0.28364205,0.97472364
GFS,0.019165616,0.11211578,0.4988662131519274,0.08599587,0.029854001
GLBE,0.18215694,0.34060308,0.5396825396825397,0.2704011,0.048779726
GLW,1.2067847,0.8413741,0.5170068027210885,0.19897482,1.0511223
GME,3.1064403,1.2770848,0.5419501133786848,0.048673276,1.7601074
GOOG,3.4524856,1.4037724,0.4852607709750567,0.27836636,1.7556378
GPI,1.5704391,0.9458832,0.4875283446712018,0.12625767,1.2402296
GRDN,0.0018528487,0.024746973,0.5147392290249433,0.04084605,0.0
GRMN,1.1253023,0.7831907,0.4580498866213152,0.14357603,1.0253718
GS,1.342855,0.8724529,0.4852607709750567,0.1860259,1.1294805
GWRE,1.2716581,0.8439555,0.5034013605442177,0.06386789,1.1253974
HBAN,2.1719775,1.042417,0.4897959183673469,0.07835324,1.4594442
HD,2.0243266,1.0552026,0.5011337868480725,0.11592515,1.4214028
HEI,1.0511802,0.75908977,0.5102040816326531,0.21278699,1.005139
HIG,1.2239664,0.85830075,0.48072562358276644,0.2017542,1.0579864
HII,1.111634,0.7844452,0.5260770975056689,0.2623623,0.98847836
HON,1.4783589,0.91990614,0.5147392290249433,0.07307165,1.205502
HOOD,0.099732466,0.26710182,0.47845804988662133,0.16040021,0.0407755
HPE,1.4907124,0.9058775,0.4943310657596372,0.07014004,1.2094804
HPQ,1.5139351,0.90398014,0.4897959183673469,0.27427846,1.1029578
HUBS,2.8126028,1.232879,0.5034013605442177,0.12770331,1.6729962
HWM,1.5850424,0.9525559,0.5328798185941043,0.24012114,1.2363545
IBKR,24.439936,3.8517606,0.4897959183673469,0.2782122,4.924657
IBM,1.0832912,0.7497861,0.5487528344671202,0.050698303,1.0382252
ICE,1.3995464,0.9132105,0.4988662131519274,0.12586638,1.1771389
INTC,2.710541,1.2631484,0.4988662131519274,0.22060771,1.6044154
INTU,3.392188,1.393872,0.4875283446712018,0.28627634,1.7443414
IONQ,0.054063533,0.19441383,0.47845804988662133,0.14097317,0.058183704
IOT,0.16434628,0.30910113,0.5056689342403629,0.25891912,0.04469667
IT,1.7318275,0.939928,0.4988662131519274,0.09271635,1.3109205
J,1.1101562,0.77642745,0.5079365079365079,0.17157477,1.0424361
JD,2.5049167,1.213001,0.49206349206349204,0.19226973,1.567775
JOBY,0.025117952,0.14759815,0.5238095238095238,0.15312031,0.04619294
JPM,1.458299,0.8973583,0.5034013605442177,0.17420717,1.1443683
KEYS,1.9726468,0.9570322,0.47619047619047616,0.08341744,1.3938231
KKR,2.0591755,1.0857632,0.528344671201814,0.19052117,1.4130299
KLAC,2.1459274,1.1418371,0.4965986394557823,0.17518298,1.4513749
KMX,3.116546,1.205568,0.4852607709750567,0.07175934,1.7606562
KR,0.9893412,0.7194208,0.4897959183673469,0.1147451,0.96374846
KSS,3.088124,1.2924871,0.4897959183673469,0.08201417,1.7557908
KTOS,1.0525551,0.75459456,0.4965986394557823,0.16174103,1.012557
LAD,1.543978,0.9506067,0.49206349206349204,0.05723619,1.2380967
LDOS,1.0060779,0.68300015,0.5079365079365079,0.23607425,0.97502065
LHX,1.3877556,0.8442367,0.528344671201814,0.048326157,1.1770327
LMT,1.5781113,0.8767689,0.5034013605442177,0.10531716,1.2432213
LOW,1.5393666,0.923776,0.4603174603174603,0.10624723,1.2238601
LPLA,1.2771147,0.8510153,0.48072562358276644,0.23030731,1.107771
LRCX,2.1484926,1.1121309,0.46938775510204084,0.11287301,1.4620329
M,2.6289506,1.1582123,0.5079365079365079,0.24009418,1.6081932
MA,1.332671,0.8347578,0.5215419501133787,0.14262997,1.1303447
MCHP,2.198913,1.1592289,0.5079365079365079,0.13953811,1.4789698
MDB,6.1999483,1.7514856,0.5079365079365079,0.06355829,2.4881876
MELI,1.9966071,1.0229539,0.4897959183673469,0.04339762,1.4089868
MET,1.3098506,0.86418474,0.5011337868480725,0.22611551,1.049064
META,2.1857553,0.9666435,0.5056689342403629,0.097562276,1.4726328
MKL,2.1498716,1.0242192,0.4875283446712018,0.118096344,1.4536983
MMC,1.9440384,1.0066699,0.5056689342403629,0.1457786,1.3758348
MPWR,3.1919723,1.3630604,0.4965986394557823,0.11359266,1.7660214
MRVL,2.7949772,1.2369747,0.5260770975056689,0.17628363,1.6761559
MS,1.2576863,0.85859,0.5102040816326531,0.3376549,1.0090194
MSCI,1.900157,0.9978949,0.47165532879818595,0.03859046,1.3696673
MSFT,1.8470714,1.0129118,0.5328798185941043,0.18227951,1.3369118
MSI,1.5542154,0.91274124,0.5034013605442177,0.27430806,1.1854954
MSTR,7.9790564,2.0162044,0.48072562358276644,0.15416794,2.8166845
MTB,2.9788337,1.241588,0.5079365079365079,0.09369798,1.7200661
MTSI,0.6464963,0.6270046,0.5192743764172335,0.20468433,0.75226796
MU,0.93152374,0.7196538,0.5374149659863946,0.16750954,0.91118973
MUSA,1.3982288,0.9200113,0.5011337868480725,0.22462663,1.1453806
NBIS,0.01281893,0.09745389,0.5804988662131519,0.112936795,0.0
NDAQ,1.8127911,0.97222644,0.5306122448979592,0.22312348,1.3248754
NET,61.743702,5.6591578,0.5056689342403629,0.074497506,7.865228
NFLX,1.6043558,0.82703704,0.4852607709750567,0.25901124,1.1795874
NOC,2.0471425,1.0158157,0.48072562358276644,0.19890554,1.3415688
NOW,1.3101519,0.8389299,0.5374149659863946,0.11896657,1.1312704
NTAP,1.176082,0.80182445,0.5170068027210885,0.35242894,0.97584736
NTES,1.4377923,0.87797064,0.5260770975056689,0.2585877,1.1159693
NTRS,2.3263125,1.0859318,0.5102040816326531,0.038270324,1.5256917
NU,0.05220948,0.2114761,0.4988662131519274,0.19507648,0.04190487
NVDA,2.3109937,1.1368444,0.5124716553287982,0.2100672,1.4629405
NVT,5.051276,1.6954198,0.5124716553287982,0.075910576,2.2404296
NXPI,1.1011311,0.8318924,0.4965986394557823,0.19872428,1.0213335
NXT,0.004314504,0.045818392,0.5804988662131519,0.05727317,0.023179732
O,1.3215847,0.88829696,0.5102040816326531,0.09987535,1.1449856
OKTA,6.118824,1.6549408,0.4943310657596372,0.22779593,2.4071624
OLLI,2.7694266,1.2024447,0.5124716553287982,0.18478437,1.6276373
ON,2.2455587,1.1327688,0.4965986394557823,0.06730126,1.4925742
ORCL,2.192435,1.012352,0.5192743764172335,0.123527944,1.4626241
ORLY,1.1460991,0.7289756,0.546485260770975,0.17899574,1.0256515
PAG,1.5216362,0.9105687,0.5215419501133787,0.14042126,1.2273803
PANW,1.3560336,0.84536433,0.4331065759637188,0.14779262,1.1449468
PAYX,2.3964412,1.1493745,0.5238095238095238,0.11023901,1.54735
PDD,5.4875793,1.6476011,0.48072562358276644,0.34155583,2.2464693
PGR,2.6081147,1.10367,0.4943310657596372,0.18730131,1.6026483
PINS,12.268772,2.4016094,0.4897959183673469,0.113872305,3.4981964
PLBL,0.060232088,0.18268652,0.30612244897959184,0.17922102,0.0
PLD,2.5091083,1.1716435,0.5011337868480725,0.05630853,1.5826893
PLTR,0.080797106,0.23355778,0.49206349206349204,0.15845971,0.044003442
PNC,2.3274174,1.1579757,0.5306122448979592,0.15263774,1.5304879
PRU,1.2674165,0.84980154,0.47845804988662133,0.17761143,1.0607709
PSA,2.4273937,1.156785,0.48299319727891155,0.14213137,1.5288996
PSMT,1.0896364,0.7186532,0.48299319727891155,0.12468974,1.0243288
PSTG,1.5181973,0.84943146,0.528344671201814,0.17264135,1.223881
PTC,1.5684221,0.89185005,0.5056689342403629,0.13598266,1.2307627
QCOM,2.0933337,1.1117699,0.4943310657596372,0.2360581,1.3769463
RBLX,0.024580829,0.13932827,0.48072562358276644,0.062324718,0.04855444
RBRK,0.022004547,0.13193086,0.0,0.0678145,0.0
RDDT,0.041606292,0.15131272,0.13151927437641722,0.14131129,0.0
REAL,28.536655,4.1757145,0.4671201814058957,0.13183306,5.315743
RH,1.2759904,0.8423884,0.5238095238095238,0.27379745,1.0951282
RJF,1.604665,0.9684857,0.4965986394557823,0.16845872,1.2438035
RKLB,0.011762538,0.07847658,0.5192743764172335,0.0770441,0.04272607
RKT,0.035507053,0.14681682,0.4943310657596372,0.11618201,0.033961236
ROKU,3.056838,1.2768468,0.4988662131519274,0.11946672,1.7431464
ROP,1.3146807,0.8458119,0.4852607709750567,0.1594806,1.1210016
ROST,2.4082017,0.9693662,0.5215419501133787,0.16337663,1.5478934
RTX,1.9609135,0.99563557,0.47392290249433106,0.20250551,1.3756582
RUSHA,0.981566,0.74114555,0.4943310657596372,0.17789564,0.95047754
RVLV,8.705079,2.2246153,0.5192743764172335,0.063510396,2.9563637
SAH,1.9305183,1.0450367,0.47392290249433106,0.25347194,1.3260822
SCHW,2.160645,1.0248559,0.47845804988662133,0.18676154,1.4101949
SE,7.3319955,1.8441498,0.45351473922902497,0.16048114,2.6638377
SFM,1.8665618,0.88207275,0.4965986394557823,0.17379378,1.3369745
SIG,1.6465955,0.96264595,0.4852607709750567,0.10567758,1.269931
SMCI,0.14605883,0.3412052,0.4444444444444444,0.16116463,0.04519236
SNDK,0.024611011,0.11984631,0.8027210884353742,0.11898161,0.0
SNOW,0.08749617,0.23970264,0.5238095238095238,0.18595825,0.041357484
SNPS,2.9292302,1.2292721,0.48072562358276644,0.13163848,1.6907983
SOFI,0.01827984,0.122005396,0.47165532879818595,0.11731472,0.044208616
SPG,2.6063294,1.2318244,0.5056689342403629,0.164894,1.6028951
SSNC,0.97416544,0.7419101,0.5170068027210885,0.08926835,0.97862947
STT,2.4604447,1.1547599,0.46258503401360546,0.33022115,1.4309164
STX,1.0633345,0.77716935,0.46938775510204084,0.13530861,0.9943478
SYF,3.066512,1.3335948,0.5147392290249433,0.13874139,1.7531911
TBBB,0.020758491,0.12348555,0.0,0.074227944,0.0
TDG,1.4633709,0.89978164,0.47619047619047616,0.119167104,1.2077894
TDY,1.4624718,0.89615726,0.5419501133786848,0.06666056,1.2038728
TEAM,5.48818,1.6668363,0.5192743764172335,0.22184888,2.2767086
TEL,1.6644794,0.9588427,0.5079365079365079,0.070704095,1.2859414
TER,1.673276,0.99285465,0.5102040816326531,0.041384522,1.2934304
TFC,3.7505608,1.4035264,0.5260770975056689,0.18713342,1.9378883
TGT,2.932562,1.089785,0.5238095238095238,0.18598984,1.7055314
TJX,1.5478263,0.90842164,0.4943310657596372,0.10866884,1.226405
TOST,0.00756184,0.06709189,0.5260770975056689,0.07148252,0.042048585
TPR,1.5457611,0.91409385,0.49206349206349204,0.06977593,1.2345812
TRMB,1.5946201,0.94483507,0.4671201814058957,0.08013992,1.2497752
TRV,1.7934783,1.0178237,0.47619047619047616,0.13884524,1.3353866
TSCO,1.303157,0.8438639,0.4988662131519274,0.13808717,1.1207896
TSEM,0.37418184,0.44916552,0.5668934240362812,0.20128009,0.52689165
TTD,2.8603191,1.1345764,0.5419501133786848,0.13483009,1.6879135
TTWO,1.0769603,0.7234102,0.5306122448979592,0.104639225,1.0375913
TW,8.161196,2.1733336,0.5102040816326531,0.17774498,2.8195658
TWLO,3.227954,1.234787,0.5215419501133787,0.14616372,1.7961044
TXN,1.3807001,0.9247973,0.5011337868480725,0.13085125,1.1608441
TXT,1.1685549,0.7930211,0.5260770975056689,0.30918038,1.0302068
TYL,1.699319,0.9690142,0.528344671201814,0.07482031,1.3019274
U,0.09260305,0.2547823,0.46258503401360546,0.15531287,0.057723276
UI,0.62842715,0.56562823,0.5079365079365079,0.084840335,0.78254217
ULTA,0.95296735,0.6909405,0.4671201814058957,0.2787155,0.92411894
URBN,1.5930684,0.8969487,0.528344671201814,0.068385385,1.2614102
URI,1.034236,0.77189994,0.4965986394557823,0.16657162,0.96325266
USB,4.2797694,1.4610072,0.5102040816326531,0.14894956,2.0618718
V,1.2428846,0.81663966,0.47845804988662133,0.12768464,1.0998195
VEEV,1.4486182,0.8275708,0.4603174603174603,0.1293216,1.1761497
VICI,8.475908,2.231008,0.48072562358276644,0.1984133,2.888397
VIPS,0.8435873,0.69994134,0.5374149659863946,0.08644518,0.8969512
VRSK,1.7054813,0.97298867,0.4897959183673469,0.13265535,1.2985586
VRSN,1.4036074,0.8012228,0.4965986394557823,0.13655387,1.1759894
VRT,338.467,13.483579,0.546485260770975,0.14413752,18.355124
VSCO,0.009638046,0.07907842,0.5238095238095238,0.052129716,0.037797827
VTR,2.2604783,1.1570232,0.4875283446712018,0.2022533,1.4236907
W,4.4317245,1.5812796,0.47845804988662133,0.117260374,2.0919785
WDAY,1.409526,0.855749,0.4852607709750567,0.092701666,1.1723958
WDC,1.3258142,0.8551421,0.5011337868480725,0.1406054,1.1188828
WELL,1.8700825,1.052653,0.47392290249433106,0.1256098,1.3524911
WFC,2.2877824,1.126019,0.4897959183673469,0.11604071,1.4972594
WMK,1.3655567,0.88763934,0.47165532879818595,0.09075272,1.1657182
WMT,1.8396665,0.93008715,0.46485260770975056,0.2517467,1.27433
WRB,2.352443,1.1427811,0.49206349206349204,0.08226293,1.5318989
WRBY,0.01228247,0.089486346,0.5306122448979592,0.05987245,0.043490678
WSM,2.3789654,1.153571,0.48299319727891155,0.14498933,1.5179536
WTW,1.732402,0.9026693,0.4852607709750567,0.11278552,1.3139719
XLE,2.3844392,1.192154,0.46258503401360546,0.20132117,1.5037862
XLK,2.6779456,1.2387629,0.5396825396825397,0.103280604,1.6347795
XLY,3.8257535,1.4669962,0.5260770975056689,0.28434026,1.9240488
Z,2.565743,1.2094512,0.528344671201814,0.13051623,1.6000549
ZBRA,1.7863501,0.9532119,0.5351473922902494,0.24392752,1.3173404
ZM,8.180074,2.120711,0.4875283446712018,0.17019515,2.847852
ZS,5.1771016,1.6655282,0.5192743764172335,0.25286657,2.2044308
