,AAP,AAPL,ABG,ACGL,ACI,ACN,ADBE,ADI,ADP,ADSK,AEO,AFL,AIG,AJG,ALAB,ALL,AMAT,AMD,AMP,AMT,AMZN,AN,ANF,AON,APH,APO,APP,ARES,ARM,ASO,AVAV,AVB,AVGO,AXON,AXP,AZO,BA,BABA,BAC,BAM,BBWI,BBY,BE,BIDU,BJ,BK,BKE,BLDR,BLK,BN,BOOT,BR,BRO,BURL,BWXT,BX,C,CASY,CB,CBOE,CBRE,CCI,CDNS,CDW,CHKP,CHWY,CIEN,CINF,CME,COF,COHR,COIN,COST,CPNG,CPRI,CPRT,CR,CRCL,CRDO,CRM,CRWD,CRWV,CSCO,CSGP,CTSH,CVNA,CVS,CYBR,DDOG,DDS,DELL,DG,DKS,DLR,DLTR,DOCU,EA,EBAY,EMR,EQIX,ETSY,EXR,EYE,FFIV,FIG,FIS,FITB,FIVE,FLEX,FN,FND,FSLR,FTAI,FTNT,FTV,FWONA,GAP,GD,GDDY,GE,GEN,GFS,GLBE,GLW,GME,GOOG,GPI,GRDN,GRMN,GS,GWRE,HBAN,HD,HEI,HIG,HII,HON,HOOD,HPE,HPQ,HUBS,HWM,IBKR,IBM,ICE,INTC,INTU,IONQ,IOT,IT,J,JD,JOBY,JPM,KEYS,KKR,KLAC,KMX,KR,KSS,KTOS,LAD,LDOS,LHX,LMT,LOW,LPLA,LRCX,M,MA,MCHP,MDB,MELI,MET,META,MKL,MMC,MPWR,MRVL,MS,MSCI,MSFT,MSI,MSTR,MTB,MTSI,MU,MUSA,NBIS,NDAQ,NET,NFLX,NOC,NOW,NTAP,NTES,NTRS,NU,NVDA,NVT,NXPI,NXT,O,OKTA,OLLI,ON,ORCL,ORLY,PAG,PANW,PAYX,PDD,PGR,PINS,PLBL,PLD,PLTR,PNC,PRU,PSA,PSMT,PSTG,PTC,QCOM,RBLX,RBRK,RDDT,REAL,RH,RJF,RKLB,RKT,ROKU,ROP,ROST,RTX,RUSHA,RVLV,SAH,SCHW,SE,SFM,SIG,SMCI,SNDK,SNOW,SNPS,SOFI,SPG,SSNC,STT,STX,SYF,TBBB,TDG,TDY,TEAM,TEL,TER,TFC,TGT,TJX,TOST,TPR,TRMB,TRV,TSCO,TSEM,TTD,TTWO,TW,TWLO,TXN,TXT,TYL,U,UI,ULTA,URBN,URI,USB,V,VEEV,VICI,VIPS,VRSK,VRSN,VRT,VSCO,VTR,W,WDAY,WDC,WELL,WFC,WMK,WMT,WRB,WRBY,WSM,WTW,XLE,XLK,XLY,Z,ZBRA,ZM,ZS
AAP,0.0032733793,0.0032476373,0.0033126618,0.003172827,0.0033186013,0.0032718508,0.003348355,0.0033018256,0.0032781744,0.003262536,0.0031652693,0.0032770024,0.003374255,0.0032503938,0.0032697734,0.003289508,0.0033026077,0.003233904,0.0032584686,0.0033331662,0.0033099558,0.0032203589,0.0031121485,0.0032873298,0.00319326,0.0032596164,0.0033376152,0.0032735176,0.003274369,0.003217847,0.00324433,0.003254454,0.0032633692,0.0032853798,0.0033673905,0.0033427028,0.0032726838,0.0032743677,0.0032659422,0.003291535,0.0031761038,0.003210202,0.0031933426,0.0032492876,0.0032840183,0.0031212205,0.0032699956,0.0032376358,0.0032268022,0.0032539624,0.0033140727,0.0031948069,0.003233586,0.0032437432,0.0032331047,0.0032328558,0.003153354,0.0032015087,0.0032809312,0.0031850056,0.003255425,0.003182732,0.0031024246,0.0033831433,0.0032174024,0.0033072515,0.0032249615,0.0033117228,0.0032863053,0.0032880965,0.00331868,0.003290907,0.003409695,0.0032677024,0.0032662645,0.0032503216,0.0032258867,0.003223544,0.0032076663,0.003289848,0.0032201698,0.0032328947,0.0032432654,0.0032459884,0.0030706474,0.0031844466,0.00330312,0.0032555317,0.0032362042,0.0033288756,0.0031828114,0.0032582707,0.0032821363,0.0032139134,0.0031832622,0.0031631482,0.0032192455,0.0034191727,0.0032535307,0.003209135,0.0032096128,0.0032014784,0.0032081835,0.00325621,0.003209857,0.0032006118,0.0033384482,0.0032703863,0.0033483747,0.0032428745,0.003280377,0.00317334,0.0032700847,0.0032112724,0.0032947902,0.0032030772,0.0032507384,0.003226606,0.0032524706,0.0032951308,0.003146338,0.0032527826,0.0031793595,0.0031635505,0.0031388113,0.0032337108,0.0032698428,0.003292396,0.0032352363,0.003219149,0.0032857922,0.0032788727,0.0032558695,0.0031924625,0.0033440734,0.0031677426,0.0032804376,0.0032337094,0.003188957,0.0032031285,0.0032894984,0.0032377776,0.0033222947,0.0032425593,0.0032268236,0.0032574828,0.0032623303,0.003168969,0.0031859218,0.0033008442,0.003206625,0.0031938553,0.0031295058,0.003188732,0.0032432156,0.0032833102,0.0031938134,0.0032268967,0.0032188133,0.0033108247,0.0031600809,0.0033603827,0.003354631,0.0033454595,0.0032054083,0.003204309,0.0033121782,0.003239777,0.003254503,0.0033484707,0.003141143,0.003110488,0.003219155,0.0032726352,0.0032850355,0.0031499928,0.003241384,0.0032720973,0.0032981592,0.0031883253,0.003204794,0.0032515847,0.0032434613,0.0033131712,0.0032017527,0.0033130879,0.0032306341,0.0032796012,0.003353653,0.0032517002,0.0031706523,0.0033394522,0.0031537365,0.0033150513,0.0032198606,0.00318244,0.003285833,0.0031366649,0.0033876994,0.003376326,0.0032926037,0.003311635,0.0033351616,0.0032428822,0.0032035029,0.0032328558,0.003293852,0.00317956,0.0032535023,0.0032997702,0.0032899436,0.0032204038,0.003218912,0.003338236,0.0032115732,0.0032525042,0.0031915328,0.003334071,0.0031773916,0.0031988155,0.0033125945,0.0032874877,0.0031805746,0.0032048458,0.0031716924,0.0032356048,0.0033754534,0.0031976774,0.0032301398,0.003206843,0.0032515416,0.0032907887,0.0033109584,0.0032044288,0.0032126775,0.0031720614,0.0031744011,0.0031795385,0.0032655206,0.0031636837,0.003256705,0.0031669214,0.0033160886,0.0032753549,0.0032600511,0.003173905,0.0031376458,0.003269552,0.0032591566,0.0032342633,0.0031716523,0.0032660852,0.0032905992,0.0031505944,0.0032443805,0.0032199305,0.0033000337,0.0032710405,0.003221935,0.003196003,0.0033118315,0.0031994076,0.0031564003,0.0032765816,0.0033260998,0.0032786136,0.0031954735,0.0032928158,0.0031531267,0.003234189,0.0032321915,0.003363849,0.003226404,0.0032639292,0.0032262963,0.0032545957,0.0032465276,0.003257297,0.003336798,0.0032606057,0.003133697,0.0032156454,0.0032454506,0.003192677,0.0032634013,0.0032362898,0.0032409234,0.0033669823,0.0031963245,0.0032932854,0.0032556208,0.0031942485,0.0031979235,0.0032635971,0.0032868763,0.0032553703,0.0032499668,0.0031359945,0.0032478683,0.0032986985,0.0032530893,0.003302264,0.003187738,0.0032691604,0.0032471914,0.0031720167,0.0032297545,0.0033131156
AAPL,0.0032652603,0.003257436,0.0033067847,0.0031633773,0.003320727,0.0032764038,0.0033559059,0.003309691,0.0032688312,0.003272597,0.0031754945,0.0032980654,0.0033834488,0.0032452797,0.0032708528,0.0032880455,0.0033078087,0.003229187,0.003255009,0.003336457,0.0032938537,0.0032332449,0.0030969088,0.0032866418,0.0031866312,0.0032739402,0.0033401812,0.0032739264,0.003304989,0.0032034416,0.003260424,0.0032480713,0.0032622083,0.0032912635,0.0033736588,0.0033496679,0.0032835803,0.0032833894,0.0032716785,0.0032838571,0.003172327,0.003217128,0.0032028302,0.003254605,0.00328126,0.0031158414,0.003274122,0.0032394764,0.0032429658,0.003233795,0.00331213,0.0031927994,0.0032265326,0.003264194,0.0032310425,0.003236702,0.003154207,0.0031870664,0.0032732245,0.0031892068,0.0032612802,0.0031908425,0.0030957102,0.0033918435,0.003220647,0.0033049402,0.0032336717,0.0033036529,0.003265594,0.0033015052,0.0033168045,0.0032726985,0.0034032492,0.0032636384,0.0032673255,0.0032593906,0.0032111048,0.0032146184,0.003219219,0.0032830536,0.003220546,0.0032398175,0.0032469446,0.003248717,0.003075116,0.0031873672,0.0033172527,0.0032518967,0.0032235116,0.0033101437,0.003198817,0.003252765,0.003270359,0.003196476,0.0031873542,0.0031630718,0.0032212096,0.003408385,0.0032733919,0.0032109353,0.003214969,0.0032003827,0.0032028998,0.0032480303,0.0032116452,0.0031964225,0.0033296961,0.0032695346,0.0033378869,0.003249261,0.0032724328,0.0031750244,0.0032746922,0.0032094722,0.0032966828,0.0032101746,0.003243655,0.0032343674,0.0032449674,0.0032945955,0.00314391,0.003246433,0.0031819898,0.003172301,0.0031342749,0.0032528313,0.0032676118,0.0032982873,0.0032394165,0.003209712,0.0032739057,0.0032837654,0.0032497467,0.0031934057,0.0033435954,0.003168443,0.0032890532,0.0032241803,0.0031955068,0.0032161889,0.0032836725,0.0032453204,0.0033092864,0.0032395825,0.0032101409,0.0032463705,0.0032516213,0.0031670737,0.0031730868,0.0033192555,0.0032230127,0.003196641,0.003113939,0.0031667445,0.0032391937,0.0032771607,0.0032121276,0.0032314658,0.0032163318,0.0033061856,0.0031641347,0.0033648063,0.0033581844,0.003352365,0.0032198161,0.0031962525,0.0033167892,0.0032174261,0.0032479418,0.003352811,0.0031557118,0.0031078595,0.0032280614,0.0032864823,0.003276208,0.003167097,0.0032419758,0.0032671457,0.0032917256,0.003194378,0.0031913184,0.0032538243,0.0032440233,0.0033135032,0.0032060724,0.003325766,0.00323829,0.0032777924,0.0033399276,0.0032536155,0.003164354,0.0033237247,0.0031505404,0.0033305862,0.0032138769,0.003173625,0.0032693124,0.003124333,0.0033638326,0.0033721623,0.0033074776,0.0032948942,0.0033263834,0.0032379278,0.003196254,0.0032437667,0.0033012216,0.0031889505,0.003263793,0.0033045076,0.0032968908,0.0032199183,0.0032209228,0.0033168984,0.0032123972,0.0032575491,0.003198974,0.0033351127,0.003181839,0.003203378,0.003307629,0.0032848057,0.0031877703,0.003192308,0.0031622213,0.0032324435,0.0033773282,0.003180223,0.0032233018,0.0032115562,0.003251604,0.0032747167,0.0033099086,0.0032026006,0.0032020852,0.0031805953,0.0031667438,0.0031886278,0.0032679583,0.0031596713,0.003269469,0.0031669787,0.003320562,0.003271433,0.0032777032,0.0031905444,0.0031355629,0.0032575126,0.0032493586,0.0032439576,0.0031757322,0.003264474,0.003294891,0.0031483066,0.0032526907,0.0032179125,0.0032946668,0.003271736,0.0032289857,0.003184016,0.0033043984,0.0032108792,0.0031623887,0.0032727201,0.0033134487,0.0032940167,0.0032027646,0.0032930828,0.003154431,0.0032361604,0.003220962,0.0033657046,0.003224269,0.0032707613,0.0032265976,0.0032517049,0.0032596102,0.0032555,0.003332028,0.0032502206,0.003141434,0.003229564,0.0032401728,0.003199859,0.0032675187,0.0032450734,0.0032526152,0.0033653756,0.0031792417,0.0032917466,0.0032547128,0.0031975298,0.0031928483,0.0032476988,0.0032706251,0.0032631839,0.003242709,0.0031324998,0.003261169,0.0032967231,0.003246108,0.003297521,0.003200098,0.0032722284,0.003251365,0.0031715918,0.0032301461,0.003325582
ABG,0.0032613226,0.0032571699,0.0033057898,0.0031747292,0.0033054021,0.0032612581,0.003357007,0.003313554,0.003275046,0.003273406,0.0031834012,0.0032872697,0.0033779568,0.003244679,0.0032775798,0.0032815181,0.0033043579,0.0032418845,0.0032601685,0.0033437188,0.003312427,0.0032360763,0.0031209656,0.0032939413,0.0031760312,0.0032786543,0.0033366838,0.0032846632,0.003284225,0.003222712,0.0032485463,0.0032446159,0.0032716168,0.0032784513,0.0033716802,0.0033438962,0.003283471,0.003274803,0.0032604698,0.003276091,0.0031741273,0.0032135271,0.0031960148,0.003251198,0.003274319,0.0031199667,0.003279142,0.0032460485,0.0032247202,0.003253852,0.0033209075,0.0032009496,0.0032387385,0.0032466114,0.0032382838,0.0032367264,0.0031536033,0.003198994,0.003273521,0.0032094219,0.0032600164,0.0031882955,0.0030968217,0.0034006273,0.0032224264,0.0032978028,0.0032231973,0.0033121002,0.0032725937,0.0032899391,0.003320248,0.003261736,0.0034100886,0.0032647783,0.0032693187,0.0032697304,0.0032180606,0.0032188566,0.0031946446,0.0032754235,0.003214426,0.0032429155,0.003254985,0.0032589198,0.003056759,0.0031765827,0.0033141037,0.0032634477,0.0032255067,0.0033170874,0.0031890383,0.003245045,0.0032913752,0.0031913433,0.0031943806,0.0031519928,0.0032208045,0.0034035111,0.003267138,0.0032205961,0.0031994947,0.0032006854,0.0032025755,0.0032449374,0.0032055078,0.0031994404,0.0033402173,0.0032729306,0.0033379158,0.0032499314,0.0032816743,0.0031653699,0.0032774631,0.0032033913,0.0032972966,0.0032077024,0.003248966,0.0032314777,0.003243157,0.003291818,0.0031396425,0.0032538273,0.0031733473,0.0031668898,0.0031304965,0.0032423106,0.0032674556,0.0032774932,0.003232009,0.0032207705,0.0032854788,0.003281915,0.003257225,0.0031882327,0.0033471643,0.0031831074,0.0032920996,0.0032226688,0.003196964,0.0032164229,0.0032838795,0.0032398782,0.0033145384,0.0032386505,0.0032236609,0.0032500206,0.0032626544,0.0031646881,0.0031910683,0.0033046491,0.0032104324,0.0031994875,0.0031097333,0.003173607,0.0032388754,0.0032763942,0.0032000018,0.0032248776,0.003206777,0.0033117146,0.003168248,0.0033595194,0.003360105,0.0033493477,0.0032259114,0.0031935773,0.0033224034,0.0032293978,0.003251399,0.0033571138,0.003145033,0.0031009433,0.0032188091,0.0032790166,0.0032889238,0.0031744358,0.003246389,0.0032659683,0.0033017606,0.0031824054,0.0032101532,0.0032609156,0.0032445118,0.0033008277,0.0032005194,0.0033220476,0.0032324865,0.0032866732,0.0033469154,0.0032517766,0.0031634066,0.003329338,0.0031544454,0.003324452,0.0032107518,0.0031772251,0.0032728366,0.0031191208,0.0033784518,0.003381368,0.0033091928,0.0032967995,0.003347038,0.0032401283,0.0032020023,0.0032411925,0.0032928623,0.00317929,0.003258715,0.0033068252,0.003300825,0.0032207223,0.0032264544,0.003327264,0.0032179744,0.0032581598,0.0031864976,0.0033305178,0.0031906874,0.0032087704,0.0033048335,0.003284615,0.003189368,0.003186413,0.0031552939,0.0032429493,0.0033668242,0.0031889863,0.0032251077,0.003209358,0.0032390263,0.003277569,0.0033044918,0.0031945817,0.0032086326,0.0031678823,0.0031815954,0.0031764365,0.0032587517,0.0031631184,0.003265576,0.0031661796,0.003316911,0.0032894157,0.0032652097,0.0031729084,0.0031451194,0.0032669117,0.0032540618,0.0032470725,0.0031666486,0.003262392,0.0032912407,0.003134396,0.0032634009,0.0032223118,0.003300412,0.003260062,0.003224249,0.0031775895,0.0033170728,0.0032074018,0.0031536103,0.0032589748,0.0033342794,0.0032946235,0.003201793,0.003285951,0.0031548804,0.0032269428,0.003225723,0.003363533,0.0032221768,0.0032826983,0.0032224103,0.0032470988,0.0032601696,0.0032604875,0.0033334405,0.0032566944,0.0031291891,0.003217074,0.003238167,0.0032084393,0.0032699746,0.0032427758,0.003240332,0.003378145,0.0031913007,0.0032940542,0.0032528075,0.003204553,0.0031824403,0.0032539552,0.0032694694,0.003258398,0.003240259,0.0031390288,0.0032549584,0.0032954637,0.003251358,0.0033004114,0.003192181,0.0032733725,0.0032409693,0.0031669037,0.0032257312,0.0033219315
ACGL,0.0032677539,0.0032492771,0.0033099444,0.003176456,0.0033060121,0.0032671313,0.003342,0.003310653,0.0032761816,0.0032699944,0.0031681797,0.0032733902,0.003384647,0.0032515544,0.0032617087,0.0032928651,0.0032978195,0.0032360363,0.0032514837,0.0033475624,0.00331293,0.0032278025,0.0031144507,0.003295451,0.003183778,0.003272332,0.0033451312,0.0032799053,0.0032848183,0.0032293051,0.0032508369,0.003249917,0.0032727702,0.0032830671,0.0033702007,0.003341187,0.0032825058,0.0032829049,0.0032708794,0.003284338,0.003168041,0.0032103467,0.0032040828,0.0032514485,0.0032776596,0.0031304108,0.003266897,0.0032333746,0.0032304996,0.0032460603,0.0033140783,0.003189936,0.003237115,0.0032499237,0.0032217463,0.00323832,0.003157408,0.003205531,0.003262852,0.0031991745,0.0032578786,0.0031802221,0.0030956548,0.0034000145,0.003227457,0.0033065348,0.0032224432,0.003314032,0.0032840418,0.0032942384,0.0033286083,0.0032752948,0.0034014503,0.0032534199,0.0032709036,0.0032658866,0.003217763,0.003213407,0.0032028488,0.0032904404,0.0032201724,0.0032348358,0.0032512108,0.0032419278,0.003067495,0.0031837067,0.0033139575,0.003253318,0.0032334353,0.0033198104,0.0031906976,0.0032469423,0.0032830262,0.0031986171,0.003190974,0.0031685214,0.0032233684,0.003409098,0.0032632044,0.003221551,0.0032008355,0.003201595,0.0032036966,0.0032410184,0.003207096,0.0032002097,0.0033266505,0.0032733462,0.0033397735,0.0032513866,0.0032800683,0.003164189,0.003275743,0.0032102815,0.0032966016,0.0032094978,0.0032486916,0.0032311268,0.0032362654,0.0032921962,0.0031409906,0.003246413,0.0031894855,0.0031768007,0.00313695,0.003240578,0.0032711527,0.0032920227,0.003226342,0.0032221158,0.0032932456,0.0032734321,0.0032535533,0.0031883006,0.0033539673,0.0031727974,0.0032883012,0.0032300449,0.003195182,0.0032109795,0.0032850865,0.003235066,0.003313071,0.003240014,0.0032095523,0.0032533174,0.0032582998,0.0031715366,0.0031852312,0.00329019,0.0032123392,0.003207761,0.0031209446,0.0031762747,0.003240697,0.003278967,0.003193825,0.0032291466,0.0032182187,0.0033094133,0.0031665815,0.0033617618,0.0033572777,0.0033494276,0.0032102084,0.0032089064,0.0033171447,0.0032424675,0.0032601552,0.0033445777,0.0031437362,0.0031075748,0.003213259,0.003277325,0.003276764,0.0031673058,0.0032463565,0.003264179,0.003294723,0.0031875873,0.0032039694,0.0032544462,0.0032446224,0.0033077775,0.0032020644,0.0033157612,0.0032279217,0.0032893992,0.0033450196,0.0032448582,0.0031651184,0.0033363628,0.0031451609,0.0033156914,0.0032142675,0.0031668472,0.0032755178,0.0031273477,0.003382284,0.003379007,0.0033066731,0.0033004892,0.00333812,0.0032459474,0.0032083117,0.003243438,0.0032903624,0.0031860415,0.0032557168,0.0033004608,0.0032909014,0.0032255347,0.0032249806,0.0033347579,0.0032174052,0.0032537184,0.003189745,0.0033360769,0.0031922746,0.0032094219,0.0033079397,0.003276739,0.0031841286,0.0031854685,0.0031669925,0.0032457649,0.0033758734,0.0031938017,0.0032248376,0.0032049771,0.0032394724,0.003282958,0.0033044482,0.003195718,0.0032135702,0.00316426,0.0031714295,0.003179998,0.003262334,0.0031719848,0.0032684898,0.0031728698,0.003318952,0.0032788673,0.0032567168,0.0031817954,0.0031433988,0.0032642498,0.003256188,0.0032416848,0.0031690125,0.0032617836,0.0032922656,0.003141319,0.0032393306,0.0032185437,0.003296333,0.0032598055,0.003221874,0.0031877072,0.003313589,0.0031934737,0.0031606639,0.0032681904,0.0033251934,0.0032928295,0.0032012933,0.003285141,0.0031684758,0.0032340179,0.0032277303,0.0033659718,0.0032248518,0.0032711646,0.003220891,0.003249125,0.0032524283,0.0032670635,0.00334009,0.0032540318,0.0031353738,0.0032307322,0.0032446366,0.0032062633,0.0032666295,0.0032417509,0.0032294793,0.0033634654,0.0031936667,0.0032979383,0.0032536616,0.0031917244,0.0031864485,0.0032602353,0.00327159,0.0032580888,0.0032355539,0.0031405431,0.0032624672,0.003297371,0.0032507596,0.0033111162,0.0031994511,0.0032724577,0.0032484145,0.003163677,0.0032210145,0.0033238945
ACI,0.0032755844,0.0032484995,0.0033178579,0.003169947,0.003301381,0.003271591,0.0033505314,0.0033024736,0.0032921254,0.0032727167,0.00315425,0.003281222,0.0033739726,0.003245104,0.003276521,0.0032824199,0.0033130911,0.0032304456,0.0032634656,0.00334511,0.00329718,0.0032318318,0.0031207972,0.0032837372,0.0031866329,0.0032662344,0.0033411556,0.0032891154,0.003287056,0.0032184073,0.0032453565,0.0032618903,0.0032771504,0.0032769528,0.0033614608,0.0033561047,0.0032882737,0.0032717548,0.0032695937,0.0032829756,0.003161397,0.0032188226,0.0032025664,0.003260132,0.0032848346,0.00311983,0.003281101,0.0032425714,0.0032320214,0.003245677,0.0033093486,0.00319377,0.0032448748,0.0032505183,0.0032249736,0.0032398202,0.003159123,0.0031945072,0.0032677827,0.0032030705,0.0032576886,0.003192961,0.0030937511,0.003398043,0.0032245456,0.0033135929,0.003224139,0.00331825,0.0032802657,0.0032831167,0.0033124136,0.0032762326,0.0034070946,0.0032501353,0.0032574108,0.0032806722,0.0032040998,0.0032127756,0.0031975645,0.0032996135,0.0032297147,0.0032441197,0.0032334977,0.0032621063,0.0030635884,0.003176249,0.0033189415,0.0032602374,0.0032290695,0.0033268246,0.003192205,0.003248998,0.0032717716,0.0031966483,0.0031843386,0.003165143,0.003216526,0.003414937,0.0032698275,0.0032188182,0.0031965454,0.0031985545,0.0031985566,0.0032428177,0.0032071695,0.0032051024,0.003331458,0.0032698237,0.0033365437,0.0032429472,0.0032702812,0.0031548594,0.0032737069,0.0032107877,0.0032933422,0.003217066,0.0032484788,0.0032316677,0.0032460415,0.003300331,0.003141237,0.0032370766,0.0031734023,0.0031706821,0.0031359293,0.0032271105,0.0032691464,0.0033047926,0.0032229978,0.0032228054,0.0032867522,0.0032846546,0.0032636407,0.0031895482,0.003352043,0.0031826394,0.0032865955,0.003216925,0.003177519,0.0032020342,0.0032836485,0.003243567,0.0033160045,0.003242864,0.003214556,0.0032560746,0.0032620234,0.0031514321,0.0031812934,0.0032995816,0.0032077234,0.0032016153,0.003135499,0.0031899193,0.0032370845,0.003277241,0.003193657,0.0032220446,0.0032175062,0.0033156704,0.003175173,0.003365625,0.003350489,0.003355035,0.0032133397,0.0031973757,0.003311148,0.003237933,0.003258845,0.0033455873,0.003144799,0.00312456,0.0032110582,0.0032796338,0.0032897103,0.0031664127,0.00324625,0.003275685,0.0032892504,0.003187822,0.0032055923,0.003253847,0.0032362402,0.0033058282,0.00320945,0.0033259375,0.0032326109,0.0032814303,0.0033500777,0.003243621,0.0031665897,0.003331704,0.0031508359,0.0033173899,0.0032147868,0.0031931656,0.0032820927,0.0031212475,0.00339417,0.0033874707,0.0032934071,0.0032861663,0.0033413197,0.0032426931,0.0032128429,0.0032343303,0.003289966,0.003180514,0.0032426547,0.0033034,0.0032910493,0.0032308006,0.0032316628,0.003336089,0.0032214434,0.0032454613,0.0031857546,0.003334556,0.003179153,0.0032050281,0.00331969,0.0032739812,0.0031793718,0.0031903675,0.0031622453,0.0032576092,0.0033803496,0.003181396,0.0032322942,0.0032133427,0.003241323,0.0032868101,0.0032997453,0.0032026235,0.0032069595,0.0031654055,0.003185628,0.0031691026,0.0032580628,0.0031826138,0.0032584183,0.003166327,0.0033135498,0.003292803,0.003260718,0.0031830291,0.0031350318,0.003263378,0.0032559598,0.0032377592,0.0031646246,0.0032602907,0.0032895291,0.0031412884,0.0032361262,0.0032255813,0.0033046398,0.0032651061,0.0032179086,0.0031890678,0.0033185657,0.003195914,0.0031594513,0.0032718447,0.0033371202,0.0032901217,0.0032001892,0.0032833451,0.003161494,0.003239554,0.0032121823,0.0033713556,0.0032203982,0.0032626083,0.0032148892,0.0032388526,0.0032499908,0.0032559135,0.0033323856,0.0032673972,0.003135694,0.00321957,0.0032413264,0.0031938849,0.0032782252,0.0032377802,0.0032247081,0.0033682955,0.0031902364,0.0033037,0.0032503752,0.0031901468,0.003190983,0.003261404,0.0032754417,0.0032580374,0.0032499386,0.0031443303,0.0032643694,0.0032928665,0.0032627555,0.0033164332,0.0031890317,0.0032705262,0.003241523,0.0031666164,0.0032099423,0.0033208549
ACN,0.0032590907,0.0032590898,0.0033143393,0.003166378,0.0033125444,0.0032710594,0.0033400492,0.003309667,0.003269006,0.0032741441,0.0031745965,0.0032859584,0.0033886735,0.00325511,0.0032695988,0.0032805672,0.0033180653,0.0032255508,0.0032640737,0.0033472853,0.003300202,0.0032374512,0.003104216,0.0032868446,0.003183217,0.0032704184,0.003340649,0.0032857107,0.0032807684,0.0032119106,0.0032581722,0.0032480338,0.0032684328,0.003292532,0.003374457,0.0033478625,0.0032796764,0.00328411,0.0032779565,0.0033018433,0.0031666441,0.0032111178,0.0031843605,0.0032452717,0.0032702726,0.0031185583,0.0032711788,0.003236091,0.003243198,0.0032503149,0.0033181345,0.0032029669,0.0032315291,0.0032563817,0.0032276593,0.0032327196,0.003152444,0.003188356,0.0032837628,0.003185182,0.0032559745,0.0031740996,0.0030895418,0.0034036504,0.0032134335,0.0032965776,0.0032267163,0.0033188025,0.0032740608,0.003303656,0.0033222307,0.0032540443,0.003408655,0.0032431807,0.0032691527,0.0032660044,0.0032151206,0.003218614,0.0032085597,0.003283118,0.0032178366,0.0032342786,0.003247221,0.0032554488,0.0030608876,0.0031724498,0.0033146248,0.0032511721,0.0032197223,0.0033223866,0.00318484,0.0032526425,0.0032721518,0.0031953892,0.0031824117,0.0031554624,0.0032200841,0.0034141527,0.0032660996,0.0032126738,0.0032020886,0.0032022418,0.0031956746,0.0032409136,0.003216303,0.0031996923,0.0033414694,0.0032761705,0.003337247,0.0032530467,0.003270805,0.0031639715,0.0032738245,0.0032079166,0.0033066703,0.003208793,0.0032434184,0.0032341112,0.0032520473,0.003293845,0.0031406428,0.0032420096,0.003178938,0.0031772824,0.0031283884,0.0032429956,0.0032719006,0.0033050552,0.003235039,0.003214188,0.0032778513,0.0032824087,0.0032567717,0.0031897426,0.0033657951,0.0031774363,0.0032944684,0.0032121008,0.0031851085,0.003217672,0.0032876255,0.0032365778,0.0033171754,0.0032478808,0.0032199505,0.003254149,0.0032621534,0.0031553707,0.003181632,0.0033168788,0.003212468,0.0031992353,0.0031113117,0.0031682944,0.0032338412,0.0032861251,0.0032049424,0.003220896,0.0032163637,0.003310682,0.0031589046,0.0033743456,0.0033583401,0.0033514942,0.0032253151,0.003204166,0.0033180348,0.0032232138,0.0032431833,0.0033566738,0.0031457632,0.00311339,0.003224484,0.003274728,0.003282594,0.0031678567,0.003245166,0.0032554355,0.0032963362,0.0031884173,0.0031983098,0.0032638083,0.0032581128,0.003303204,0.0032018826,0.0033406797,0.0032221163,0.0032789998,0.003349051,0.0032565931,0.003150571,0.0033426085,0.003145986,0.0033256044,0.0032179211,0.0031600296,0.0032741467,0.0031211455,0.0033702827,0.003382434,0.0033195755,0.0032880148,0.0033289203,0.003236152,0.003198868,0.0032359883,0.0032950428,0.0031906196,0.0032652866,0.0033062582,0.0032958214,0.0032232043,0.0032286441,0.0033231513,0.0032134322,0.003262634,0.0031894369,0.0033473494,0.0031899796,0.003210365,0.0033032014,0.0032826855,0.0031799572,0.0031950364,0.0031506652,0.0032423232,0.0033818258,0.0031804158,0.0032205312,0.0032028109,0.003228214,0.0032748957,0.003303777,0.003188405,0.0032022472,0.0031671182,0.003169643,0.003180136,0.0032671553,0.0031684376,0.0032694717,0.0031560936,0.0033217617,0.003289638,0.0032736682,0.0031771923,0.003130239,0.0032677012,0.0032632079,0.0032459332,0.0031788875,0.0032702556,0.0033085847,0.003135541,0.0032509458,0.0032340377,0.0033060776,0.0032652693,0.0032187148,0.003186051,0.00331402,0.0032033825,0.0031672323,0.0032715395,0.0033275532,0.0032956405,0.0032025964,0.0032864287,0.0031533479,0.0032421695,0.0032071946,0.0033517387,0.003225447,0.00328312,0.0032323324,0.0032417432,0.0032464284,0.0032618628,0.003345862,0.0032567987,0.003135988,0.0032285075,0.00324559,0.0032009257,0.003267924,0.0032479446,0.0032474569,0.003366361,0.0031704612,0.0032842457,0.0032569948,0.0031948965,0.00318023,0.0032526727,0.0032800683,0.0032539065,0.003240323,0.0031411315,0.003252288,0.0033025392,0.0032487034,0.0033137968,0.003200735,0.0032758394,0.0032458126,0.0031762817,0.0032360116,0.0033249147
