ticker,mse,mae,directional_accuracy,pred_std,true_std
CPRT,1.5446388,0.9234495,0.5215419501133787,0.055455294,1.2287514
CRM,1.5869013,0.9224766,0.4965986394557823,0.03794046,1.2487295
CRWD,6.5058446,1.8770823,0.5374149659863946,0.02906146,2.5516262
CSCO,1.293792,0.76322085,0.48072562358276644,0.016855754,1.1318486
CVNA,15.418614,2.782724,0.4421768707482993,0.08200455,3.9060283
CVS,1.4846181,0.8593847,0.5170068027210885,0.016514951,1.2189924
DELL,9.36774,2.1053245,0.4897959183673469,0.04537722,3.0560496
DG,2.0532732,0.87669915,0.4988662131519274,0.08036415,1.4265654
EBAY,1.6674781,0.94925946,0.47392290249433106,0.05206452,1.2721735
FTNT,1.790292,0.859687,0.49206349206349204,0.016053423,1.3374761
GD,1.2299747,0.80937284,0.4943310657596372,0.028796954,1.1051128
GE,1.6333157,0.88065535,0.45351473922902497,0.013747826,1.2695096
GOOG,3.0824008,1.302307,0.4988662131519274,0.034884926,1.7556378
GS,1.2944584,0.8612788,0.5011337868480725,0.042907957,1.1294805
HD,2.0575936,1.0562679,0.4943310657596372,0.03446089,1.4214028
HON,1.4594796,0.91690606,0.4852607709750567,0.06168938,1.205502
HOOD,0.0030870053,0.041704383,0.4399092970521542,0.030548353,0.0407755
HWM,1.5359591,0.92936975,0.5102040816326531,0.02690522,1.2363545
IBKR,24.270456,3.8225951,0.4897959183673469,0.037343267,4.924657
IBM,1.0983852,0.76647425,0.4489795918367347,0.026186109,1.0382252
ICE,1.5069592,0.9311105,0.5011337868480725,0.0906612,1.1771389
INTC,2.5664926,1.2252424,0.5306122448979592,0.044632606,1.6044154
INTU,3.0380893,1.3027799,0.5374149659863946,0.077549055,1.7443414
JD,2.4698675,1.2049549,0.5238095238095238,0.0844651,1.567775
JPM,1.3133641,0.8467452,0.4965986394557823,0.03591795,1.1443683
KKR,2.052193,1.0886213,0.47165532879818595,0.07574417,1.4130299
KLAC,2.1094742,1.1174593,0.47619047619047616,0.017796258,1.4513749
KR,0.93281466,0.7032445,0.5102040816326531,0.029606398,0.96374846
LMT,1.5478328,0.86827505,0.5374149659863946,0.016983889,1.2432213
LOW,1.4963436,0.90360254,0.528344671201814,0.015021988,1.2238601
LRCX,2.146759,1.0932685,0.5306122448979592,0.025202814,1.4620329
MA,1.2839079,0.8197789,0.48072562358276644,0.015840784,1.1303447
MELI,2.033088,1.0321527,0.5147392290249433,0.026038418,1.4089868
META,2.1739626,0.95794535,0.4965986394557823,0.031618085,1.4726328
MMC,1.965206,1.0177202,0.5079365079365079,0.023942014,1.3758348
MRVL,2.8184865,1.2371539,0.5192743764172335,0.09030041,1.6761559
MS,1.0198598,0.7614278,0.4943310657596372,0.020615151,1.0090194
MSFT,1.7898341,1.0056963,0.5011337868480725,0.015396753,1.3369118
MU,0.85127676,0.6935799,0.5374149659863946,0.06831947,0.91118973
NET,61.8953,5.6646104,0.4897959183673469,0.01650452,7.865228
NFLX,1.4242898,0.7406351,0.5260770975056689,0.12101164,1.1795874
NOC,1.8106887,0.9269023,0.5192743764172335,0.04335403,1.3415688
NOW,1.2785233,0.8259857,0.4852607709750567,0.030552452,1.1312704
NTES,1.2553334,0.80609775,0.5260770975056689,0.09723273,1.1159693
NU,0.0073664314,0.07543691,0.4988662131519274,0.014746499,0.04190487
NVDA,2.137288,1.0934898,0.5147392290249433,0.0760518,1.4629405
ORCL,2.2121632,1.0232683,0.48072562358276644,0.051238667,1.4626241
ORLY,1.0502356,0.7027099,0.528344671201814,0.031819284,1.0256515
PANW,1.3095753,0.8125188,0.5691609977324263,0.0390618,1.1449468
PDD,5.0598564,1.5526537,0.5328798185941043,0.02903584,2.2464693
PGR,2.5863025,1.0974679,0.49206349206349204,0.050082687,1.6026483
PLD,2.510641,1.1717532,0.4875283446712018,0.0080374945,1.5826893
PLTR,0.0036993322,0.0476422,0.46258503401360546,0.031536274,0.044003442
QCOM,1.9103985,1.0488132,0.4965986394557823,0.017341664,1.3769463
RBLX,0.0031786188,0.039681625,0.4943310657596372,0.022787455,0.04855444
ROST,2.399445,0.9632055,0.5079365079365079,0.024060898,1.5478934
RTX,1.8996701,0.9720138,0.5374149659863946,0.048191715,1.3756582
SCHW,1.9975666,0.97954714,0.5328798185941043,0.021250602,1.4101949
SE,7.1565676,1.7987977,0.4421768707482993,0.052084945,2.6638377
SNOW,0.0021452992,0.035346124,0.49206349206349204,0.014270292,0.041357484
SNPS,2.8648555,1.225402,0.5011337868480725,0.037462324,1.6907983
TGT,2.9334333,1.0659183,0.4897959183673469,0.03271089,1.7055314
TJX,1.5083816,0.88809115,0.5079365079365079,0.021114893,1.226405
TPR,1.527958,0.90734017,0.48299319727891155,0.024388723,1.2345812
TSCO,1.2608545,0.81658804,0.5306122448979592,0.033709303,1.1207896
TXN,1.3982693,0.92906153,0.46938775510204084,0.042867266,1.1608441
ULTA,0.87264526,0.64552766,0.49206349206349204,0.01981551,0.92411894
V,1.2220072,0.8068183,0.47392290249433106,0.056166176,1.0998195
WDAY,1.3703364,0.8401119,0.5170068027210885,0.07007884,1.1723958
WELL,1.8414665,1.0405197,0.4943310657596372,0.036287718,1.3524911
WFC,2.2535088,1.1209174,0.5124716553287982,0.027240334,1.4972594
WMT,1.6505299,0.8201161,0.5351473922902494,0.052789416,1.27433
XLE,2.2967055,1.1621985,0.46485260770975056,0.025479797,1.5037862
XLK,2.6821113,1.2439576,0.46485260770975056,0.024830975,1.6347795
XLY,3.751639,1.4473578,0.4399092970521542,0.113108724,1.9240488
