ticker,mse,mae,directional_accuracy,pred_std,true_std
AAPL,1.2835951,0.83421266,0.4965986394557823,0.040765643,1.1301394
ACN,2.034657,1.0585343,0.4512471655328798,0.06478948,1.4200096
ADBE,2.2141967,1.0794152,0.5260770975056689,0.02519022,1.4886284
ADI,1.558351,0.94413996,0.5215419501133787,0.04599043,1.246511
ADP,1.9635077,1.0012699,0.47165532879818595,0.07300946,1.3911484
ADSK,1.5243881,0.9071234,0.528344671201814,0.07117213,1.2219447
AMAT,1.9723517,1.074777,0.5124716553287982,0.026233906,1.4028623
AMD,0.84560496,0.6920277,0.47165532879818595,0.020872865,0.9115117
AMZN,2.0028753,1.0401162,0.47845804988662133,0.012124375,1.413039
APH,1.45209,0.89015603,0.5215419501133787,0.025494734,1.20547
APP,0.0045690914,0.050594304,0.5079365079365079,0.025017167,0.048222117
ARM,0.04121183,0.18607913,0.9138321995464853,0.08087015,0.013615528
AVGO,1.1590757,0.821859,0.4671201814058957,0.030808456,1.0599577
AXP,2.183195,1.1082267,0.5147392290249433,0.017485375,1.4766287
AZO,1.4846871,0.8787791,0.4875283446712018,0.023677759,1.2175753
BA,2.6285458,1.142343,0.4897959183673469,0.023203973,1.6192176
BABA,4.141228,1.4446346,0.46938775510204084,0.034683585,2.0322306
BAC,1.2134401,0.8323187,0.4444444444444444,0.031643942,1.0737649
BLK,1.8917743,0.99280936,0.5215419501133787,0.015075786,1.375189
BN,3.3457272,1.4145592,0.5102040816326531,0.034996316,1.8283355
BX,2.6291027,1.2190428,0.5215419501133787,0.015242386,1.6194087
C,1.3441101,0.83751255,0.47845804988662133,0.032212894,1.1553634
CB,1.8165847,1.0124329,0.5034013605442177,0.011735727,1.3460732
CDNS,1.8354679,0.9939247,0.5306122448979592,0.06973707,1.3498724
CME,1.2157423,0.82481766,0.4467120181405896,0.06672492,1.0871173
COF,2.5668442,1.207516,0.5215419501133787,0.022784391,1.5941335
COST,2.3287165,1.0312395,0.5102040816326531,0.025198834,1.5200194
CPNG,0.0044560716,0.051096752,0.5215419501133787,0.047804132,0.037984084
