day,rank_ic
0,-0.34676434676434675
1,0.1807081807081807
2,0.15323565323565325
3,0.07142857142857142
4,0.24847374847374848
5,0.12759462759462756
6,-0.010989010989010988
7,0.10744810744810745
8,0.08241758241758242
9,0.27777777777777773
10,0.17032967032967034
11,0.08547008547008547
12,0.31746031746031744
13,-0.15873015873015872
14,-0.16178266178266176
15,-0.43467643467643463
16,0.07387057387057387
17,-0.2612942612942613
18,0.5964590964590964
19,0.07387057387057387
20,0.023809523809523808
21,-0.20024420024420023
22,0.008547008547008548
23,0.17094017094017094
24,0.2551892551892551
25,0.11233211233211234
26,0.4206349206349206
27,-0.1343101343101343
28,-0.03785103785103785
29,-0.09645909645909646
30,0.4242979242979243
31,0.017094017094017096
32,-0.04151404151404151
33,-0.4792429792429792
34,-0.15384615384615385
35,-0.4945054945054945
36,0.08669108669108669
37,0.08424908424908426
38,0.3064713064713065
39,-0.23382173382173382
40,-0.2222222222222222
41,-0.11660561660561661
42,0.040903540903540904
43,-0.14957264957264954
44,0.045787545787545784
45,0.05982905982905983
46,-0.006715506715506716
47,-0.03724053724053724
48,-0.34859584859584863
49,-0.20757020757020758
50,0.016483516483516484
51,0.3827838827838828
52,-0.009768009768009768
53,0.2698412698412698
54,0.14102564102564102
55,-0.20757020757020758
56,0.3803418803418803
57,0.2655677655677655
58,0.13308913308913306
59,-0.2802197802197802
60,-0.010989010989010988
61,-0.14224664224664224
62,0.3663003663003663
63,0.40598290598290593
64,-0.18376068376068375
65,0.13675213675213677
66,-0.16117216117216115
67,-0.059218559218559216
68,-0.020757020757020756
69,-0.16178266178266176
70,0.32905982905982906
71,0.21428571428571427
72,0.13919413919413917
73,0.3937728937728938
74,-0.07448107448107448
75,0.1752136752136752
76,-0.03785103785103785
77,0.08669108669108669
78,-0.1452991452991453
79,-0.3687423687423687
80,0.575091575091575
81,0.1172161172161172
82,0.0115995115995116
83,0.0879120879120879
84,-0.4072039072039072
85,0.16361416361416362
86,0.010989010989010988
87,-0.07203907203907202
88,-0.030525030525030524
89,0.21733821733821732
90,-0.4078144078144078
91,-0.09218559218559218
92,0.10683760683760683
93,0.39316239316239315
94,-0.027472527472527472
95,0.016483516483516484
96,-0.3162393162393162
97,-0.14590964590964592
98,0.18681318681318682
99,-0.452991452991453
100,0.2765567765567765
101,0.5122100122100123
102,-0.2039072039072039
103,0.07692307692307693
104,-0.20085470085470084
105,-0.1043956043956044
106,-0.27167277167277165
107,0.08608058608058607
108,0.19047619047619047
109,0.19963369963369965
110,-0.04395604395604395
111,0.15262515262515264
112,0.38888888888888884
113,0.07509157509157507
114,-0.03540903540903541
115,0.19658119658119658
116,0.41941391941391937
117,0.4126984126984126
118,-0.009157509157509158
119,0.02503052503052503
120,0.09035409035409035
121,-0.32844932844932845
122,0.11355311355311355
123,-0.13858363858363856
124,-0.2844932844932845
125,0.3956043956043956
126,0.009157509157509158
127,-0.21672771672771673
128,0.3119658119658119
129,0.3803418803418803
130,-0.5781440781440782
131,-0.24725274725274726
132,-0.13064713064713065
133,-0.36080586080586086
134,0.022588522588522588
135,-0.2863247863247863
136,-0.07326007326007326
137,0.2283272283272283
138,0.12576312576312576
139,-0.304029304029304
140,0.006105006105006104
141,0.3925518925518926
142,-0.3827838827838828
143,-0.024420024420024417
144,-0.362026862026862
145,-0.2692307692307693
146,-0.1349206349206349
147,-0.23321123321123322
148,-0.08485958485958486
149,0.09584859584859586
150,-0.1343101343101343
151,0.4993894993894994
152,0.19047619047619047
153,0.1282051282051282
154,-0.0641025641025641
155,0.31746031746031744
156,-0.39316239316239315
157,0.3992673992673993
158,-0.2814407814407815
159,-0.03785103785103785
160,-0.2515262515262515
161,0.07142857142857142
162,-0.04945054945054945
163,-0.08424908424908426
164,-0.059218559218559216
165,0.3101343101343101
166,0.033577533577533576
167,0.351037851037851
168,0.3003663003663003
169,0.03235653235653236
170,0.5781440781440782
171,-0.28876678876678874
172,0.051892551892551896
173,-0.026862026862026864
174,0.019536019536019536
175,0.6501831501831502
176,0.3253968253968254
177,0.3663003663003663
178,0.014041514041514042
179,0.5744810744810744
180,0.2026862026862027
181,0.14835164835164835
182,0.3052503052503053
183,-0.16422466422466422
184,0.020146520146520144
185,0.11477411477411475
186,-0.29242979242979245
187,-0.4566544566544566
188,-0.38217338217338215
189,-0.07326007326007326
190,-0.2490842490842491
191,0.11233211233211234
192,-0.27350427350427353
193,0.19047619047619047
194,-0.07753357753357752
195,0.3431013431013431
196,-0.056776556776556776
197,-0.04395604395604395
198,-0.2954822954822955
199,0.021367521367521368
200,-0.05616605616605617
201,0.1752136752136752
202,0.1684981684981685
203,-0.17887667887667885
204,0.10561660561660562
205,-0.05372405372405373
206,0.16544566544566544
207,0.16056166056166057
208,-0.3253968253968254
209,-0.442002442002442
210,-0.005494505494505494
211,0.4432234432234432
212,0.15995115995115994
213,-0.18925518925518922
214,-0.09157509157509157
215,-0.2032967032967033
216,0.34065934065934067
217,-0.3302808302808303
218,-0.3156288156288157
219,0.1043956043956044
220,0.6416361416361417
221,-0.03296703296703297
222,0.15506715506715504
223,0.02503052503052503
224,-0.12148962148962149
225,0.48107448107448103
226,-0.2673992673992674
227,-0.29181929181929184
228,-0.3162393162393162
229,0.021978021978021976
230,0.23565323565323562
231,0.15262515262515264
232,0.10744810744810745
233,0.23870573870573872
234,-0.0927960927960928
235,-0.08058608058608058
236,-0.08669108669108669
